dataset,task,auc_mean,auc_sd,ap_mean,ap_sd,macro_f1_mean,macro_f1_sd,hits@1_mean,hits@3_mean,hits@10_mean,hits@1_sd,hits@3_sd,hits@10_sd,n_seeds,best_hp_d,best_hp_d_prime,best_hp_K,best_hp_dropout,best_hp_dropout_gnn,best_hp_lr,best_hp_wd,best_hp_epochs,best_hp_hidden,best_hp_label_smoothing,best_hp_warmup
lastfm,lp,0.8056,0.0125,0.5991,0.0259,0.679,0.0667,0.2598,0.4139,0.584,0.0215,0.0347,0.0306,10,128,64,6,0.5,0.5,0.005,0.0001,400,128,0.0,0
lastfm,lp,0.8174,0.0085,0.626,0.0143,0.387,0.0191,0.68,0.0702,0.268,0.4365,0.615,0.0144,0.0277,0.0243,10,128,64,5,0.1,0.1,0.005,0.0001,200,64,0.1,0
