epoch,loss,val_macro
1,1.4485011100769043,0.11406844106463879
2,1.3474068641662598,0.3442028985507246
3,1.263697624206543,0.6110910948243227
4,1.1452085971832275,0.681644143184194
5,1.0371043682098389,0.7886696281257387
6,0.9091067314147949,0.8967786037520997
7,0.7509334087371826,0.916585578745668
8,0.6414470672607422,0.9134065988219029
9,0.5728568434715271,0.9024879779051314
10,0.5256644487380981,0.9031984682665134
11,0.5237545967102051,0.8960659544231843
12,0.5291071534156799,0.9170052005731091
13,0.49902182817459106,0.9129364453314345
14,0.5121514797210693,0.9101701197255205
15,0.5085397362709045,0.9130503227017459
16,0.47930896282196045,0.9066496525122202
17,0.4519755244255066,0.8824794253365682
18,0.45046767592430115,0.8935726560207888
19,0.44257548451423645,0.9068028174508018
20,0.43470633029937744,0.9020188822642881
21,0.42595165967941284,0.8963080780375241
22,0.43010571599006653,0.8980011400987222
23,0.4230766296386719,0.9085222213848906
24,0.41565290093421936,0.8937897847645223
25,0.41595524549484253,0.8965567084915292
26,0.4129549562931061,0.8972184359242716
27,0.4082869589328766,0.8929924210768846
28,0.404041588306427,0.8931700713516558
29,0.40586167573928833,0.893597447128512
30,0.40476253628730774,0.8958053032811242
31,0.40025267004966736,0.8980357494779896
32,0.39778104424476624,0.8980078519326016
33,0.40303730964660645,0.8866677037886199
34,0.3991953432559967,0.8890786421930713
35,0.39897939562797546,0.9001216762461991
36,0.3927185833454132,0.8951939523901915
37,0.392254114151001,0.8928677994546995
38,0.3948761522769928,0.8902458179179806
39,0.3932948708534241,0.8847220208464227
40,0.3918839991092682,0.8862350666377687
41,0.38932815194129944,0.8860047667852905
42,0.3911662697792053,0.8797797526208982
43,0.38806721568107605,0.8853924135001572
44,0.3897784650325775,0.8829773159081433
45,0.3892800807952881,0.8829680982156076
46,0.3875006139278412,0.8838761000408244
47,0.38488709926605225,0.8870060840918612
48,0.38983988761901855,0.8914442549394996
49,0.3858538269996643,0.8876281981323998
50,0.3868281841278076,0.8803452500279066
51,0.3868659734725952,0.8779410421945837
52,0.3877801299095154,0.881044548736867
53,0.385967880487442,0.8858979732978605
54,0.3850889801979065,0.8850798430113763
55,0.3841356337070465,0.8821063481185405
56,0.3830872178077698,0.8807295548366977
57,0.3865761160850525,0.8775205959257851
58,0.3817197382450104,0.888400336212547
59,0.38477790355682373,0.8885714681798325
60,0.3799676299095154,0.8828025812068786
61,0.38478851318359375,0.8805066909884294
62,0.3804461359977722,0.8829273318716886
63,0.38306960463523865,0.8854128681112974
64,0.38321760296821594,0.8854968856448321
65,0.3826044797897339,0.885990370609165
66,0.3810688853263855,0.8888332960339433
67,0.38375943899154663,0.8864124698653633
68,0.3831755518913269,0.8864124698653633
69,0.38163378834724426,0.8839555864574216
70,0.3797086179256439,0.8778950083896382
71,0.3811691105365753,0.8778950083896382
72,0.38270303606987,0.8778950083896382
73,0.3812635540962219,0.8835724400742268
74,0.3790329098701477,0.8835724400742268
75,0.38321611285209656,0.8836663938106296
76,0.3809836804866791,0.8836663938106296
77,0.38130438327789307,0.8836663938106296
78,0.3817668557167053,0.8833271670012551
79,0.37849926948547363,0.8832332132648524
80,0.38186633586883545,0.8832332132648524
81,0.3801317811012268,0.8833271670012551
82,0.38007819652557373,0.8836663938106296
83,0.37822994589805603,0.8836663938106296
84,0.3785938620567322,0.8812432703744264
85,0.380173921585083,0.8836663938106296
86,0.3814038038253784,0.8832332132648524
87,0.3789577782154083,0.8832332132648524
88,0.37752243876457214,0.8833271670012551
89,0.3811785876750946,0.8833271670012551
90,0.3797951936721802,0.8780500035732024
91,0.3789213001728058,0.8756321176011388
92,0.38121604919433594,0.8756321176011388
93,0.37968799471855164,0.8752699969156353
94,0.37739214301109314,0.8784579124603844
95,0.38012975454330444,0.8784579124603844
96,0.3801221251487732,0.8784579124603844
97,0.3794606924057007,0.8752699969156353
98,0.3775516152381897,0.8784579124603844
99,0.38090452551841736,0.8816380071326368
100,0.3787664771080017,0.8815368570270531
101,0.3797672986984253,0.8815368570270531
102,0.37880825996398926,0.8815368570270531
103,0.38027048110961914,0.8815368570270531
104,0.37863093614578247,0.8815368570270531
105,0.3778935670852661,0.8815368570270531
106,0.3815433979034424,0.8789400731802693
107,0.37966009974479675,0.8789400731802693
108,0.3814231753349304,0.8789400731802693
109,0.38056933879852295,0.8815368570270531
110,0.3773299753665924,0.881900105132359
111,0.3788902759552002,0.881900105132359
112,0.3794577121734619,0.8815368570270531
1,1.409949541091919,0.07708333333333334
2,1.393114686012268,0.27445832654544544
3,1.3833389282226562,0.206296992481203
4,1.3725097179412842,0.12766171153073524
5,1.3610135316848755,0.12095238095238095
6,1.35050368309021,0.12095238095238095
7,1.3382519483566284,0.12095238095238095
8,1.327271580696106,0.12095238095238095
9,1.3136875629425049,0.1392211188071991
10,1.3053653240203857,0.16848015138950906
11,1.2833826541900635,0.21760422986911676
12,1.2825510501861572,0.2889159789947487
13,1.2626423835754395,0.32542851242513937
14,1.2400856018066406,0.3421708068427607
15,1.2213335037231445,0.35478023191823654
16,1.1998741626739502,0.3699038381630005
17,1.1957924365997314,0.3697670572670573
18,1.1678029298782349,0.3748303757702139
19,1.148300051689148,0.39092147201237387
20,1.1248629093170166,0.4121247380310824
21,1.0941436290740967,0.4632379493484082
22,1.0889211893081665,0.48246823400412797
23,1.0576988458633423,0.530332887497615
24,1.0375794172286987,0.5603174398815042
25,1.0011954307556152,0.5799910828283646
26,0.9838460087776184,0.5973595791109916
27,0.9531373977661133,0.6204784696421628
28,0.9295567274093628,0.6303861736554044
29,0.9128378629684448,0.6351566144799228
30,0.891426682472229,0.6661891560130688
31,0.8544339537620544,0.6812853453681013
32,0.8508686423301697,0.7131547531621887
33,0.809249758720398,0.7381054229115724
34,0.7922433614730835,0.7566757829434716
35,0.7583884000778198,0.776146548486974
36,0.7437540292739868,0.8090503997758629
37,0.7294262647628784,0.8176972072680471
38,0.6864633560180664,0.8241965767682315
39,0.6725196838378906,0.8509711402604345
40,0.6481055021286011,0.8700851810977526
41,0.6354193687438965,0.8771791009948876
42,0.6146792769432068,0.8845069681276578
43,0.6052578091621399,0.8853314999749979
44,0.579512357711792,0.9053799797417856
45,0.557183027267456,0.9160046685340802
46,0.5408117175102234,0.9249416462939553
47,0.5266081094741821,0.9276204809341768
48,0.5286778807640076,0.9295402159047392
49,0.5045937895774841,0.9331937078250707
50,0.5037962198257446,0.9302422897813725
51,0.48670169711112976,0.9331937078250707
52,0.4844812750816345,0.9379486001479374
53,0.47570255398750305,0.9353414140870586
54,0.4688604474067688,0.9406876793171075
55,0.4631732702255249,0.9387208236431704
56,0.45820796489715576,0.9416256866914762
57,0.4587719440460205,0.9465456571491209
58,0.4496956765651703,0.9516130893991521
59,0.4434932470321655,0.9492802053905816
60,0.43703746795654297,0.946413394166735
61,0.4378436207771301,0.9409583697293964
62,0.4320772886276245,0.9382447801119531
63,0.43111225962638855,0.9382447801119531
64,0.42726239562034607,0.9360350905683208
65,0.42567354440689087,0.9381838241820105
66,0.4251706600189209,0.9408861441076798
67,0.42126598954200745,0.9386089029247198
68,0.4188593626022339,0.9389226878008599
69,0.420372873544693,0.9387637445634942
70,0.417513906955719,0.9307436536085076
71,0.41525065898895264,0.9260328525626653
72,0.42972230911254883,0.9335847323388607
73,0.4177128076553345,0.9386384546252882
74,0.41232964396476746,0.9363630920216837
75,0.4103075861930847,0.9311834475939144
76,0.4114075303077698,0.9311834475939144
77,0.4082562327384949,0.9363630920216837
78,0.4114108085632324,0.9413233403426703
79,0.40426889061927795,0.9413233403426703
80,0.40355128049850464,0.9438938585495825
81,0.403881698846817,0.9438938585495825
82,0.4010007679462433,0.9411037289112154
83,0.4011043608188629,0.9358876386250321
84,0.40242671966552734,0.9358876386250321
85,0.4011504650115967,0.9358876386250321
86,0.3974769413471222,0.9357426286931168
87,0.4029645025730133,0.9357426286931168
88,0.39721256494522095,0.9333888692559817
89,0.39808106422424316,0.9360655637612226
90,0.39392367005348206,0.9389690106730848
91,0.39833909273147583,0.9387500957077608
92,0.3958923816680908,0.9357843146465373
93,0.40118393301963806,0.9357843146465373
94,0.3959350883960724,0.9385530634384989
95,0.39321303367614746,0.9361396892394805
96,0.39616915583610535,0.9331861582899321
97,0.39734435081481934,0.9330419140133117
98,0.396943598985672,0.9331023013304567
99,0.3924870193004608,0.9331023013304567
100,0.3916434347629547,0.9331023013304567
