dataset,task,n_seeds,recall@10_mean,recall@10_sd,ndcg@10_mean,ndcg@10_sd,hit@10_mean,hit@10_sd,precision@10_mean,precision@10_sd,mrr@10_mean,mrr@10_sd,recall@20_mean,recall@20_sd,ndcg@20_mean,ndcg@20_sd,hit@20_mean,hit@20_sd,precision@20_mean,precision@20_sd,mrr@20_mean,mrr@20_sd,recall@50_mean,recall@50_sd,ndcg@50_mean,ndcg@50_sd,hit@50_mean,hit@50_sd,precision@50_mean,precision@50_sd,mrr@50_mean,mrr@50_sd,best_hp_d,best_hp_d_prime,best_hp_K,best_hp_dropout,best_hp_dropout_gnn,best_hp_lr,best_hp_wd,best_hp_epochs,best_hp_hidden,best_hp_label_smoothing,best_hp_warmup,best_hp_K_rec,best_hp_neg_ratio,best_hp_bpr_reg
amazon,rec,10,0.3771,0.006,0.2924,0.0043,0.6535,0.0084,0.109,0.0017,0.3707,0.0048,0.509,0.0074,0.3386,0.0047,0.7696,0.0072,0.0761,0.001,0.3788,0.0047,0.695,0.0073,0.3912,0.0047,0.8792,0.0057,0.0431,0.0004,0.3824,0.0047,128,32,4,0.5,0.1,0.005,0.0001,1000,128,0.0,10,50,10,0.0001
