combo_id,fold,val_auc,hp_d,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup
33,4,0.7978,64,1,0.3,0.3,0.001,0.001,300,128,0.1,10
34,0,0.7867,256,2,0.3,0.5,0.005,0.001,300,64,0.1,0
34,1,0.7826,256,2,0.3,0.5,0.005,0.001,300,64,0.1,0
34,2,0.7482,256,2,0.3,0.5,0.005,0.001,300,64,0.1,0
34,3,0.8218,256,2,0.3,0.5,0.005,0.001,300,64,0.1,0
34,4,0.7261,256,2,0.3,0.5,0.005,0.001,300,64,0.1,0
35,0,0.8187,128,2,0.3,0.3,0.001,0.001,100,64,0.1,0
35,1,0.7703,128,2,0.3,0.3,0.001,0.001,100,64,0.1,0
35,2,0.8266,128,2,0.3,0.3,0.001,0.001,100,64,0.1,0
35,3,0.8392,128,2,0.3,0.3,0.001,0.001,100,64,0.1,0
35,4,0.8032,128,2,0.3,0.3,0.001,0.001,100,64,0.1,0
