combo_id,fold,val_auc,hp_d,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup
28,0,0.7514,64,2,0.5,0.3,0.001,0.001,500,64,0.0,10
28,1,0.7578,64,2,0.5,0.3,0.001,0.001,500,64,0.0,10
28,2,0.8139,64,2,0.5,0.3,0.001,0.001,500,64,0.0,10
28,3,0.7653,64,2,0.5,0.3,0.001,0.001,500,64,0.0,10
28,4,0.7478,64,2,0.5,0.3,0.001,0.001,500,64,0.0,10
29,0,0.7507,256,1,0.5,0.5,0.005,0.0001,100,64,0.1,10
29,1,0.7352,256,1,0.5,0.5,0.005,0.0001,100,64,0.1,10
29,2,0.7593,256,1,0.5,0.5,0.005,0.0001,100,64,0.1,10
29,3,0.7521,256,1,0.5,0.5,0.005,0.0001,100,64,0.1,10
29,4,0.7473,256,1,0.5,0.5,0.005,0.0001,100,64,0.1,10
30,0,0.8037,64,2,0.3,0.5,0.001,0.0001,500,128,0.0,10
30,1,0.7751,64,2,0.3,0.5,0.001,0.0001,500,128,0.0,10
30,2,0.7856,64,2,0.3,0.5,0.001,0.0001,500,128,0.0,10
30,3,0.8142,64,2,0.3,0.5,0.001,0.0001,500,128,0.0,10
30,4,0.821,64,2,0.3,0.5,0.001,0.0001,500,128,0.0,10
31,0,0.7734,256,4,0.5,0.5,0.005,0.001,100,128,0.0,0
31,1,0.7713,256,4,0.5,0.5,0.005,0.001,100,128,0.0,0
31,2,0.6876,256,4,0.5,0.5,0.005,0.001,100,128,0.0,0
31,3,0.7649,256,4,0.5,0.5,0.005,0.001,100,128,0.0,0
31,4,0.743,256,4,0.5,0.5,0.005,0.001,100,128,0.0,0
32,0,0.804,128,4,0.5,0.3,0.001,0.0001,100,64,0.1,0
32,1,0.7523,128,4,0.5,0.3,0.001,0.0001,100,64,0.1,0
32,2,0.8249,128,4,0.5,0.3,0.001,0.0001,100,64,0.1,0
32,3,0.7924,128,4,0.5,0.3,0.001,0.0001,100,64,0.1,0
32,4,0.7802,128,4,0.5,0.3,0.001,0.0001,100,64,0.1,0
33,0,0.7938,64,1,0.3,0.3,0.001,0.001,300,128,0.1,10
33,1,0.7345,64,1,0.3,0.3,0.001,0.001,300,128,0.1,10
33,2,0.7804,64,1,0.3,0.3,0.001,0.001,300,128,0.1,10
33,3,0.753,64,1,0.3,0.3,0.001,0.001,300,128,0.1,10
