epoch,loss,val_auc
1,0.69482421875,0.5012490499431537
2,0.6943359375,0.5224335902412673
3,0.681640625,0.5803587917161324
4,0.67041015625,0.6448217976017738
5,0.65478515625,0.6911844146707622
6,0.63525390625,0.747292259470732
7,0.61328125,0.7824394947267919
8,0.58935546875,0.8139144854617748
9,0.5625,0.8424172900923989
10,0.53271484375,0.8612613928304471
11,0.50439453125,0.8824448338892343
12,0.47509765625,0.899096896376279
13,0.4443359375,0.9120986991287744
14,0.4150390625,0.9219081538432548
15,0.386474609375,0.9281172856954417
16,0.361083984375,0.9302826301342328
17,0.33740234375,0.9318845359011565
18,0.3154296875,0.9351725177605666
19,0.29443359375,0.93661943078247
20,0.272705078125,0.9371425116676401
21,0.249755859375,0.9400594217373008
22,0.233642578125,0.9406366794178428
23,0.213134765625,0.9418178905911395
24,0.1966552734375,0.942551083221839
25,0.1810302734375,0.9431344652357712
26,0.1658935546875,0.9420810798927142
27,0.154541015625,0.942797783933518
28,0.1380615234375,0.9433514864856377
29,0.1295166015625,0.9434588978712445
30,0.12237548828125,0.9428452082587421
31,0.11175537109375,0.9439833920641202
32,0.10113525390625,0.9438945107128723
33,0.09259033203125,0.9424435148020427
34,0.08367919921875,0.9431643017317729
35,0.07916259765625,0.9428665649085117
36,0.07012939453125,0.9401957274137724
37,0.064208984375,0.9375343119704024
38,0.058563232421875,0.9382126996689718
39,0.051971435546875,0.9383606258754656
40,0.048248291015625,0.9369404086657748
41,0.045196533203125,0.9360490826062651
42,0.041351318359375,0.9377704913913857
43,0.038299560546875,0.9373698971740126
44,0.033782958984375,0.9366860132788111
45,0.0318603515625,0.9346602722344709
46,0.030059814453125,0.9339674373904687
47,0.0263519287109375,0.9341294966740158
48,0.025238037109375,0.9342705133761722
49,0.0221405029296875,0.9333085219313949
50,0.0225067138671875,0.9317080294721767
51,0.0186614990234375,0.9301559035433195
52,0.01776123046875,0.9293748154848274
53,0.01654052734375,0.9282179446109007
54,0.0159759521484375,0.9271731961482654
55,0.01508331298828125,0.9263404438414332
56,0.0140380859375,0.9265130244156758
57,0.0121917724609375,0.926757526648702
58,0.01149749755859375,0.9265651597665844
59,0.010894775390625,0.9262391567892162
60,0.01056671142578125,0.925457754662345
61,0.01052093505859375,0.9251094528300701
62,0.00928497314453125,0.924965923580882
63,0.0089263916015625,0.9246359947487767
64,0.00835418701171875,0.9245409890641392
65,0.007480621337890625,0.9239373496397635
66,0.00753021240234375,0.9232446718299507
67,0.006824493408203125,0.9225463407893166
68,0.007061004638671875,0.922099107417667
69,0.006839752197265625,0.9223381134540611
70,0.006191253662109375,0.9226082122599732
71,0.00640106201171875,0.9230143026739782
72,0.005832672119140625,0.9232404319068348
73,0.005405426025390625,0.923265871445531
74,0.00555419921875,0.9228089019541335
75,0.005252838134765625,0.9219376762708776
76,0.00470733642578125,0.9212713802048981
77,0.00457763671875,0.9205174590611868
78,0.00463104248046875,0.9200149496548388
79,0.0043487548828125,0.9195385079239451
80,0.004608154296875,0.9194524531881081
81,0.0043182373046875,0.919878015841609
82,0.0037689208984375,0.9198780158416091
83,0.00392913818359375,0.9197410820283792
84,0.00396728515625,0.91915377415971
85,0.0037136077880859375,0.9185196701025747
86,0.00359344482421875,0.9179223120457787
87,0.0035533905029296875,0.9172861665441799
88,0.003421783447265625,0.9166390286493176
89,0.0034732818603515625,0.916152222661918
90,0.0033416748046875,0.9161468834994755
91,0.003124237060546875,0.916431115382441
92,0.003170013427734375,0.9162059283547215
93,0.00290679931640625,0.9161886545938781
94,0.0030975341796875,0.9165030370412246
95,0.0029506683349609375,0.916468803587917
96,0.0027179718017578125,0.9163039176889594
97,0.002826690673828125,0.9158588827959623
98,0.0027008056640625,0.9154907946558124
99,0.0026645660400390625,0.91569839385431
100,0.0025959014892578125,0.9153761596974892
101,0.0024738311767578125,0.9147602716063341
102,0.002506256103515625,0.9142332648664265
103,0.00264739990234375,0.9137822626742294
104,0.00244903564453125,0.9133271775931056
105,0.0022449493408203125,0.9132177247630355
106,0.0024623870849609375,0.9132029635492239
107,0.002349853515625,0.9127329602200992
108,0.0021572113037109375,0.9123604751226436
109,0.0021839141845703125,0.9125671321160043
110,0.002239227294921875,0.9127781860666705
111,0.002197265625,0.9131041890440387
112,0.0020313262939453125,0.9135531497917727
113,0.0020046234130859375,0.9137816345374714
114,0.00209808349609375,0.9137070432974667
115,0.0019969940185546875,0.9135683821081525
116,0.00214385986328125,0.9134967745177479
117,0.0017423629760742188,0.9133604688412761
118,0.0018739700317382812,0.9134986589280217
119,0.001728057861328125,0.9130278704279496
120,0.0018625259399414062,0.9127087769549186
121,0.001819610595703125,0.9122500800874367
122,0.0018663406372070312,0.9120633664361404
123,0.00165557861328125,0.9124487283371335
124,0.0017251968383789062,0.9123130507974196
125,0.0017232894897460938,0.9123479123874849
126,0.0017137527465820312,0.9123651861483282
127,0.0016851425170898438,0.9125030621666949
128,0.0017118453979492188,0.9124876728161254
129,0.0015544891357421875,0.9123540367208749
130,0.0015668869018554688,0.9123372340626
131,0.0015172958374023438,0.9122326492924039
