dataset,task,auc_mean,auc_sd,ap_mean,ap_sd,hits@1_mean,hits@3_mean,hits@10_mean,hits@1_sd,hits@3_sd,hits@10_sd,n_seeds,best_hp_d,best_hp_K,best_hp_dropout,best_hp_dropout_gnn,best_hp_lr,best_hp_wd,best_hp_epochs,best_hp_hidden,best_hp_label_smoothing,best_hp_warmup
acm,lp,0.899,0.0159,0.5875,0.0469,0.1532,0.3416,0.671,0.0217,0.0502,0.0674,10,256,2,0.3,0.5,0.001,0.001,500,64,0.1,10
acm,lp,0.9213,0.016,0.6528,0.0556,0.7378,0.0364,0.1957,0.4276,0.7608,0.0356,0.0702,0.0617,10,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
