combo_id,fold,val_auc,hp_d,hp_d_prime,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup
49,1,0.8947,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
49,2,0.9149,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
49,3,0.9076,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
49,4,0.8826,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
50,0,0.8921,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
50,1,0.9386,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
50,2,0.9078,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
50,3,0.8815,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
50,4,0.8999,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
51,0,0.6494,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
51,1,0.8325,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
51,2,0.7875,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
51,3,0.8339,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
51,4,0.8524,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
52,0,0.9145,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
52,1,0.8725,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
52,2,0.8934,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
52,3,0.9208,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
52,4,0.8961,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
53,0,0.9346,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
53,1,0.9103,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
53,2,0.9019,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
53,3,0.9229,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
53,4,0.9402,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
54,0,0.9187,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
54,1,0.9153,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
54,2,0.8244,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
54,3,0.9191,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
54,4,0.9162,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
55,0,0.8555,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
55,1,0.8492,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
55,2,0.7422,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
55,3,0.7136,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
55,4,0.7941,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
56,0,0.9004,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
56,1,0.8992,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
56,2,0.8963,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
56,3,0.8996,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
56,4,0.933,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
57,0,0.9059,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
57,1,0.9041,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
57,2,0.8892,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
57,3,0.8136,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
57,4,0.8819,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
58,0,0.6881,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
58,1,0.8615,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
58,2,0.5405,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
58,3,0.6819,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
58,4,0.8576,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
59,0,0.8914,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
59,1,0.8394,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
59,2,0.9124,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
59,3,0.8777,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
59,4,0.8992,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
60,0,0.8669,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
60,1,0.7703,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
60,2,0.8057,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
60,3,0.5392,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
60,4,0.6392,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
61,0,0.9146,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
61,1,0.9112,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
61,2,0.9021,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
61,3,0.9018,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
61,4,0.897,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
62,0,0.8677,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
62,1,0.8496,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
62,2,0.6958,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
62,3,0.8133,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
62,4,0.7559,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
63,0,0.8907,64,64,5,0.1,0.1,0.005,0.0001,200,128,0.0,10
63,1,0.914,64,64,5,0.1,0.1,0.005,0.0001,200,128,0.0,10
63,2,0.9232,64,64,5,0.1,0.1,0.005,0.0001,200,128,0.0,10
63,3,0.9194,64,64,5,0.1,0.1,0.005,0.0001,200,128,0.0,10
63,4,0.8723,64,64,5,0.1,0.1,0.005,0.0001,200,128,0.0,10
64,0,0.9092,32,64,5,0.1,0.1,0.001,0.0001,1000,32,0.0,10
64,1,0.841,32,64,5,0.1,0.1,0.001,0.0001,1000,32,0.0,10
64,2,0.9107,32,64,5,0.1,0.1,0.001,0.0001,1000,32,0.0,10
64,3,0.8398,32,64,5,0.1,0.1,0.001,0.0001,1000,32,0.0,10
64,4,0.9198,32,64,5,0.1,0.1,0.001,0.0001,1000,32,0.0,10
65,0,0.5788,32,64,4,0.5,0.5,0.005,0.0001,300,128,0.0,10
