combo_id,fold,val_nmi,hp_d,hp_K,hp_dropout,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_cl_loss,hp_cl_temp
70,2,0.2008,128,2,0.3,0.005,0.0001,100,128,reconstruction,0.1
70,3,0.0081,128,2,0.3,0.005,0.0001,100,128,reconstruction,0.1
70,4,0.0757,128,2,0.3,0.005,0.0001,100,128,reconstruction,0.1
71,0,0.0334,128,4,0.5,0.001,0.001,100,64,contrastive,0.1
71,1,0.043,128,4,0.5,0.001,0.001,100,64,contrastive,0.1
71,2,0.1125,128,4,0.5,0.001,0.001,100,64,contrastive,0.1
71,3,0.1066,128,4,0.5,0.001,0.001,100,64,contrastive,0.1
71,4,0.0293,128,4,0.5,0.001,0.001,100,64,contrastive,0.1
72,0,0.0164,64,6,0.5,0.001,0.001,100,128,reconstruction,0.1
72,1,0.0258,64,6,0.5,0.001,0.001,100,128,reconstruction,0.1
72,2,0.0428,64,6,0.5,0.001,0.001,100,128,reconstruction,0.1
72,3,0.1482,64,6,0.5,0.001,0.001,100,128,reconstruction,0.1
72,4,0.0211,64,6,0.5,0.001,0.001,100,128,reconstruction,0.1
73,0,0.063,256,2,0.5,0.001,0.001,300,64,contrastive,0.1
73,1,0.106,256,2,0.5,0.001,0.001,300,64,contrastive,0.1
73,2,0.0699,256,2,0.5,0.001,0.001,300,64,contrastive,0.1
73,3,0.0208,256,2,0.5,0.001,0.001,300,64,contrastive,0.1
73,4,0.166,256,2,0.5,0.001,0.001,300,64,contrastive,0.1
74,0,0.0643,64,4,0.5,0.001,0.001,300,64,contrastive,0.5
74,1,0.1,64,4,0.5,0.001,0.001,300,64,contrastive,0.5
74,2,0.0721,64,4,0.5,0.001,0.001,300,64,contrastive,0.5
74,3,0.0804,64,4,0.5,0.001,0.001,300,64,contrastive,0.5
74,4,0.0021,64,4,0.5,0.001,0.001,300,64,contrastive,0.5
75,0,0.0086,64,2,0.3,0.001,0.0001,500,128,reconstruction,0.1
75,1,0.0076,64,2,0.3,0.001,0.0001,500,128,reconstruction,0.1
75,2,0.0337,64,2,0.3,0.001,0.0001,500,128,reconstruction,0.1
75,3,0.0185,64,2,0.3,0.001,0.0001,500,128,reconstruction,0.1
75,4,0.1128,64,2,0.3,0.001,0.0001,500,128,reconstruction,0.1
76,0,0.073,128,4,0.5,0.001,0.001,700,64,contrastive,0.1
76,1,0.1119,128,4,0.5,0.001,0.001,700,64,contrastive,0.1
76,2,0.1031,128,4,0.5,0.001,0.001,700,64,contrastive,0.1
76,3,0.0755,128,4,0.5,0.001,0.001,700,64,contrastive,0.1
76,4,0.0582,128,4,0.5,0.001,0.001,700,64,contrastive,0.1
77,0,0.0539,64,3,0.3,0.005,0.001,100,128,reconstruction,0.5
77,1,0.0779,64,3,0.3,0.005,0.001,100,128,reconstruction,0.5
77,2,0.0213,64,3,0.3,0.005,0.001,100,128,reconstruction,0.5
77,3,0.0405,64,3,0.3,0.005,0.001,100,128,reconstruction,0.5
77,4,0.1182,64,3,0.3,0.005,0.001,100,128,reconstruction,0.5
78,0,0.0446,128,2,0.5,0.005,0.001,700,64,reconstruction,0.1
78,1,0.0382,128,2,0.5,0.005,0.001,700,64,reconstruction,0.1
78,2,0.0717,128,2,0.5,0.005,0.001,700,64,reconstruction,0.1
78,3,0.1144,128,2,0.5,0.005,0.001,700,64,reconstruction,0.1
78,4,0.0856,128,2,0.5,0.005,0.001,700,64,reconstruction,0.1
79,0,0.1371,256,6,0.3,0.001,0.001,700,64,reconstruction,0.1
79,1,0.1098,256,6,0.3,0.001,0.001,700,64,reconstruction,0.1
79,2,0.1013,256,6,0.3,0.001,0.001,700,64,reconstruction,0.1
79,3,0.1016,256,6,0.3,0.001,0.001,700,64,reconstruction,0.1
79,4,0.1564,256,6,0.3,0.001,0.001,700,64,reconstruction,0.1
80,0,0.0907,64,3,0.5,0.005,0.0001,100,64,contrastive,0.5
80,1,0.0257,64,3,0.5,0.005,0.0001,100,64,contrastive,0.5
80,2,0.0658,64,3,0.5,0.005,0.0001,100,64,contrastive,0.5
80,3,0.1068,64,3,0.5,0.005,0.0001,100,64,contrastive,0.5
80,4,0.0664,64,3,0.5,0.005,0.0001,100,64,contrastive,0.5
81,0,0.0723,256,5,0.5,0.005,0.001,100,128,reconstruction,0.5
81,1,0.2403,256,5,0.5,0.005,0.001,100,128,reconstruction,0.5
81,2,0.2012,256,5,0.5,0.005,0.001,100,128,reconstruction,0.5
81,3,0.1208,256,5,0.5,0.005,0.001,100,128,reconstruction,0.5
81,4,0.1279,256,5,0.5,0.005,0.001,100,128,reconstruction,0.5
82,0,0.0249,128,4,0.5,0.001,0.0001,500,128,reconstruction,0.5
82,1,0.1991,128,4,0.5,0.001,0.0001,500,128,reconstruction,0.5
82,2,0.0729,128,4,0.5,0.001,0.0001,500,128,reconstruction,0.5
82,3,0.1521,128,4,0.5,0.001,0.0001,500,128,reconstruction,0.5
82,4,0.1676,128,4,0.5,0.001,0.0001,500,128,reconstruction,0.5
83,0,0.1153,256,5,0.3,0.005,0.0001,500,128,reconstruction,0.1
83,1,0.0868,256,5,0.3,0.005,0.0001,500,128,reconstruction,0.1
83,2,0.0541,256,5,0.3,0.005,0.0001,500,128,reconstruction,0.1
83,3,0.205,256,5,0.3,0.005,0.0001,500,128,reconstruction,0.1
83,4,0.2037,256,5,0.3,0.005,0.0001,500,128,reconstruction,0.1
84,0,0.0671,64,2,0.3,0.005,0.001,500,64,contrastive,0.1
84,1,0.0654,64,2,0.3,0.005,0.001,500,64,contrastive,0.1
84,2,0.0463,64,2,0.3,0.005,0.001,500,64,contrastive,0.1
84,3,0.0946,64,2,0.3,0.005,0.001,500,64,contrastive,0.1
84,4,0.0376,64,2,0.3,0.005,0.001,500,64,contrastive,0.1
85,0,0.0031,256,2,0.5,0.005,0.0001,100,64,reconstruction,0.5
85,1,0.2039,256,2,0.5,0.005,0.0001,100,64,reconstruction,0.5
85,2,0.0765,256,2,0.5,0.005,0.0001,100,64,reconstruction,0.5
85,3,0.0311,256,2,0.5,0.005,0.0001,100,64,reconstruction,0.5
85,4,0.1643,256,2,0.5,0.005,0.0001,100,64,reconstruction,0.5
86,0,0.0099,64,3,0.5,0.005,0.001,700,64,reconstruction,0.5
86,1,0.0506,64,3,0.5,0.005,0.001,700,64,reconstruction,0.5
86,2,0.0102,64,3,0.5,0.005,0.001,700,64,reconstruction,0.5
86,3,0.0142,64,3,0.5,0.005,0.001,700,64,reconstruction,0.5
86,4,0.0172,64,3,0.5,0.005,0.001,700,64,reconstruction,0.5
87,0,0.1659,256,6,0.3,0.005,0.001,700,128,reconstruction,0.1
87,1,0.0789,256,6,0.3,0.005,0.001,700,128,reconstruction,0.1
87,2,0.1751,256,6,0.3,0.005,0.001,700,128,reconstruction,0.1
87,3,0.1781,256,6,0.3,0.005,0.001,700,128,reconstruction,0.1
87,4,0.209,256,6,0.3,0.005,0.001,700,128,reconstruction,0.1
88,0,0.0322,128,6,0.3,0.001,0.001,500,64,reconstruction,0.1
88,1,0.2405,128,6,0.3,0.001,0.001,500,64,reconstruction,0.1
88,2,0.1483,128,6,0.3,0.001,0.001,500,64,reconstruction,0.1
88,3,0.0696,128,6,0.3,0.001,0.001,500,64,reconstruction,0.1
88,4,0.0537,128,6,0.3,0.001,0.001,500,64,reconstruction,0.1
89,0,0.0632,128,4,0.3,0.005,0.0001,300,64,contrastive,0.5
89,1,0.0928,128,4,0.3,0.005,0.0001,300,64,contrastive,0.5
89,2,0.0084,128,4,0.3,0.005,0.0001,300,64,contrastive,0.5
89,3,0.0904,128,4,0.3,0.005,0.0001,300,64,contrastive,0.5
89,4,0.0579,128,4,0.3,0.005,0.0001,300,64,contrastive,0.5
90,0,0.1064,256,4,0.5,0.001,0.001,500,128,contrastive,0.1
90,1,0.1513,256,4,0.5,0.001,0.001,500,128,contrastive,0.1
90,2,0.2828,256,4,0.5,0.001,0.001,500,128,contrastive,0.1
90,3,0.106,256,4,0.5,0.001,0.001,500,128,contrastive,0.1
90,4,0.1377,256,4,0.5,0.001,0.001,500,128,contrastive,0.1
91,0,0.0805,64,2,0.5,0.005,0.001,100,128,reconstruction,0.1
91,1,0.0936,64,2,0.5,0.005,0.001,100,128,reconstruction,0.1
91,2,0.0845,64,2,0.5,0.005,0.001,100,128,reconstruction,0.1
91,3,0.0317,64,2,0.5,0.005,0.001,100,128,reconstruction,0.1
91,4,0.0293,64,2,0.5,0.005,0.001,100,128,reconstruction,0.1
92,0,0.1311,256,6,0.5,0.001,0.0001,100,64,reconstruction,0.1
92,1,0.0876,256,6,0.5,0.001,0.0001,100,64,reconstruction,0.1
92,2,0.2236,256,6,0.5,0.001,0.0001,100,64,reconstruction,0.1
92,3,0.1392,256,6,0.5,0.001,0.0001,100,64,reconstruction,0.1
92,4,0.0948,256,6,0.5,0.001,0.0001,100,64,reconstruction,0.1
93,0,0.1076,256,2,0.3,0.005,0.001,100,64,reconstruction,0.1
93,1,0.112,256,2,0.3,0.005,0.001,100,64,reconstruction,0.1
93,2,0.1247,256,2,0.3,0.005,0.001,100,64,reconstruction,0.1
93,3,0.0802,256,2,0.3,0.005,0.001,100,64,reconstruction,0.1
93,4,0.1575,256,2,0.3,0.005,0.001,100,64,reconstruction,0.1
94,0,0.1226,256,3,0.5,0.005,0.0001,300,128,reconstruction,0.1
94,1,0.2298,256,3,0.5,0.005,0.0001,300,128,reconstruction,0.1
94,2,0.2181,256,3,0.5,0.005,0.0001,300,128,reconstruction,0.1
94,3,0.146,256,3,0.5,0.005,0.0001,300,128,reconstruction,0.1
94,4,0.1532,256,3,0.5,0.005,0.0001,300,128,reconstruction,0.1
95,0,0.2808,256,5,0.5,0.001,0.0001,700,128,reconstruction,0.1
95,1,0.0119,256,5,0.5,0.001,0.0001,700,128,reconstruction,0.1
95,2,0.1485,256,5,0.5,0.001,0.0001,700,128,reconstruction,0.1
95,3,0.0847,256,5,0.5,0.001,0.0001,700,128,reconstruction,0.1
95,4,0.2124,256,5,0.5,0.001,0.0001,700,128,reconstruction,0.1
96,0,0.0954,64,5,0.3,0.001,0.001,100,64,reconstruction,0.1
96,1,0.0209,64,5,0.3,0.001,0.001,100,64,reconstruction,0.1
96,2,0.0648,64,5,0.3,0.001,0.001,100,64,reconstruction,0.1
96,3,0.0645,64,5,0.3,0.001,0.001,100,64,reconstruction,0.1
96,4,0.0521,64,5,0.3,0.001,0.001,100,64,reconstruction,0.1
97,0,0.1103,64,6,0.3,0.001,0.0001,300,128,reconstruction,0.1
97,1,0.0472,64,6,0.3,0.001,0.0001,300,128,reconstruction,0.1
97,2,0.1226,64,6,0.3,0.001,0.0001,300,128,reconstruction,0.1
97,3,0.0634,64,6,0.3,0.001,0.0001,300,128,reconstruction,0.1
97,4,0.0371,64,6,0.3,0.001,0.0001,300,128,reconstruction,0.1
98,0,0.0977,256,5,0.5,0.001,0.001,500,64,reconstruction,0.5
98,1,0.1291,256,5,0.5,0.001,0.001,500,64,reconstruction,0.5
98,2,0.1728,256,5,0.5,0.001,0.001,500,64,reconstruction,0.5
98,3,0.0678,256,5,0.5,0.001,0.001,500,64,reconstruction,0.5
98,4,0.1203,256,5,0.5,0.001,0.001,500,64,reconstruction,0.5
99,0,0.1238,128,6,0.5,0.005,0.0001,300,128,contrastive,0.1
99,1,0.0486,128,6,0.5,0.005,0.0001,300,128,contrastive,0.1
99,2,0.0939,128,6,0.5,0.005,0.0001,300,128,contrastive,0.1
99,3,0.0903,128,6,0.5,0.005,0.0001,300,128,contrastive,0.1
99,4,0.142,128,6,0.5,0.005,0.0001,300,128,contrastive,0.1
