dataset,task,macro_f1_mean,macro_f1_sd,micro_f1_mean,micro_f1_sd,accuracy_mean,accuracy_sd,auc_mean,auc_sd,n_seeds,best_hp_d,best_hp_d_prime,best_hp_K,best_hp_dropout,best_hp_dropout_gnn,best_hp_lr,best_hp_wd,best_hp_epochs,best_hp_hidden,best_hp_label_smoothing,best_hp_warmup
imdb,nc,0.6636,0.0126,0.6725,0.0124,0.6725,0.0124,0.8284,0.0064,10,256,128,4,0.5,0.1,0.001,0.0001,500,32,0.1,10
