epoch,bpr_loss
1,0.695168
2,0.661561
3,0.571416
4,0.475353
5,0.462344
6,0.406483
7,0.425122
8,0.393651
9,0.384983
10,0.370012
11,0.369036
12,0.353785
13,0.349135
14,0.339209
15,0.334302
16,0.327781
17,0.318132
18,0.309611
19,0.304224
20,0.299491
21,0.296575
22,0.294279
23,0.295061
24,0.287336
25,0.282621
26,0.275753
27,0.275622
28,0.276586
29,0.273242
30,0.269407
31,0.264748
32,0.263172
33,0.261826
34,0.259472
35,0.256708
36,0.253015
37,0.250409
38,0.246659
39,0.245414
40,0.242348
41,0.239525
42,0.238388
43,0.234525
44,0.232705
45,0.230743
46,0.227521
47,0.22628
48,0.226659
49,0.222667
50,0.223149
51,0.219266
52,0.215832
53,0.214581
54,0.214245
55,0.212044
56,0.208433
57,0.20637
58,0.204664
59,0.199843
60,0.199764
61,0.199006
62,0.198812
63,0.194446
64,0.191241
65,0.19114
66,0.189199
67,0.188583
68,0.186281
69,0.181656
70,0.182335
71,0.180572
72,0.178615
73,0.176701
74,0.176673
75,0.172081
76,0.170908
77,0.168177
78,0.168554
79,0.167497
80,0.168341
81,0.16324
82,0.16175
83,0.161051
84,0.157748
85,0.15824
86,0.156805
87,0.156776
88,0.155923
89,0.154274
90,0.152799
91,0.150752
92,0.150267
93,0.146685
94,0.14521
95,0.145897
96,0.145705
97,0.14261
98,0.142993
99,0.140159
100,0.143187
101,0.142898
102,0.138423
103,0.137654
104,0.137476
105,0.137717
106,0.136466
107,0.133508
108,0.13254
109,0.132737
110,0.131057
111,0.129924
112,0.130639
113,0.130648
114,0.130631
115,0.127475
116,0.125742
117,0.126087
118,0.123692
119,0.124783
120,0.123178
121,0.121741
122,0.121357
123,0.122259
124,0.122739
125,0.12218
126,0.119611
127,0.118679
128,0.117924
129,0.116832
130,0.115683
131,0.115127
132,0.11216
133,0.1143
134,0.115448
135,0.113535
136,0.111821
137,0.113612
138,0.11161
139,0.111913
140,0.110746
141,0.110146
142,0.110914
143,0.10938
144,0.110239
145,0.109392
146,0.107608
147,0.106915
148,0.106986
149,0.105366
150,0.105079
151,0.106429
152,0.106724
153,0.100827
154,0.103038
155,0.102137
156,0.104551
157,0.102484
158,0.10397
159,0.101907
160,0.100431
161,0.100964
162,0.102807
163,0.10116
164,0.099912
165,0.102201
166,0.098004
167,0.09993
168,0.099262
169,0.098654
170,0.097877
171,0.099292
172,0.099691
173,0.097798
174,0.097567
175,0.09543
176,0.097252
177,0.094227
178,0.095241
179,0.096912
180,0.095946
181,0.095579
182,0.095359
183,0.096755
184,0.095316
185,0.09622
186,0.094262
187,0.095236
188,0.094905
189,0.094456
190,0.095277
191,0.090902
192,0.093094
193,0.091253
194,0.095239
195,0.092703
196,0.09223
197,0.091411
198,0.091345
199,0.09322
200,0.092462
201,0.091924
202,0.092648
203,0.091805
204,0.090529
205,0.091873
206,0.089037
207,0.091458
