epoch,bpr_loss
1,0.694324
2,0.647977
3,0.5352
4,0.463746
5,0.43025
6,0.399014
7,0.401159
8,0.388983
9,0.376851
10,0.366498
11,0.352453
12,0.342233
13,0.333466
14,0.325295
15,0.319524
16,0.312174
17,0.305159
18,0.297519
19,0.29185
20,0.288118
21,0.288848
22,0.282424
23,0.278482
24,0.272008
25,0.26656
26,0.267584
27,0.262382
28,0.255376
29,0.253902
30,0.251631
31,0.250098
32,0.247989
33,0.24436
34,0.241333
35,0.239809
36,0.23814
37,0.23322
38,0.231817
39,0.230316
40,0.229479
41,0.226319
42,0.221992
43,0.218989
44,0.218192
45,0.215324
46,0.214963
47,0.213851
48,0.20849
49,0.208385
50,0.207171
51,0.203905
52,0.203466
53,0.198026
54,0.197723
55,0.196789
56,0.194695
57,0.193365
58,0.191666
59,0.188199
60,0.186658
61,0.188003
62,0.185535
63,0.181477
64,0.181107
65,0.178284
66,0.177786
67,0.175484
68,0.174893
69,0.170712
70,0.171601
71,0.168204
72,0.166855
73,0.168213
74,0.162054
75,0.164189
76,0.162542
77,0.160189
78,0.158373
79,0.156484
80,0.158293
81,0.156883
82,0.152839
83,0.153906
84,0.152232
85,0.149417
86,0.149415
87,0.145836
88,0.144322
89,0.144184
90,0.142546
91,0.144268
92,0.140158
93,0.140106
94,0.138017
95,0.13846
96,0.137176
97,0.136221
98,0.136316
99,0.133831
100,0.132782
101,0.131244
102,0.130445
103,0.129812
104,0.127358
105,0.128761
106,0.126463
107,0.125977
108,0.124234
109,0.121757
110,0.123716
111,0.124843
112,0.124047
113,0.122208
114,0.122905
115,0.120624
116,0.11996
117,0.121035
118,0.117244
119,0.118913
120,0.11711
121,0.113348
122,0.11442
123,0.116817
124,0.114034
125,0.111462
126,0.115974
127,0.109863
128,0.113522
129,0.110417
130,0.11174
131,0.109621
132,0.10765
133,0.107417
134,0.110824
135,0.10882
136,0.10769
137,0.106391
138,0.10715
139,0.106599
140,0.1054
141,0.10727
142,0.1063
143,0.103192
144,0.10448
145,0.104173
146,0.104023
147,0.101998
148,0.103067
149,0.10299
150,0.103881
151,0.099144
152,0.100897
153,0.10034
154,0.10023
155,0.100873
156,0.097762
157,0.100107
158,0.100468
159,0.097085
160,0.098309
161,0.097648
162,0.098303
163,0.099096
164,0.097987
165,0.097356
166,0.098654
167,0.096213
168,0.096179
169,0.095199
170,0.096107
171,0.099729
172,0.099436
173,0.093733
174,0.097717
175,0.097922
176,0.094585
177,0.096872
178,0.095536
179,0.096205
180,0.094184
181,0.091406
182,0.093033
183,0.09377
184,0.095178
185,0.093372
186,0.092355
187,0.092701
188,0.091077
189,0.092879
190,0.093582
191,0.091311
192,0.091395
193,0.088225
194,0.092354
195,0.090402
196,0.091657
197,0.090768
198,0.088998
199,0.088042
200,0.090077
201,0.087486
202,0.08815
203,0.088819
204,0.090201
205,0.087839
206,0.089575
207,0.087377
208,0.088452
209,0.08843
210,0.088886
211,0.087825
212,0.08708
213,0.087446
214,0.088872
215,0.085523
216,0.086448
217,0.087525
218,0.086025
219,0.087174
220,0.086924
221,0.086989
222,0.087187
223,0.08452
224,0.085389
225,0.085821
226,0.086114
227,0.085849
228,0.085632
229,0.083947
230,0.084543
231,0.085179
232,0.086098
233,0.084007
234,0.08542
235,0.084663
236,0.086146
237,0.084046
238,0.083844
239,0.085529
240,0.085902
241,0.084177
242,0.084247
243,0.082889
244,0.084409
245,0.083558
246,0.083971
247,0.082949
248,0.083276
249,0.083445
250,0.083346
251,0.08331
252,0.083289
253,0.081313
254,0.082981
255,0.083152
256,0.082764
257,0.081718
258,0.081598
259,0.082112
260,0.083345
261,0.082088
262,0.082903
263,0.083208
264,0.083168
265,0.083866
266,0.083655
267,0.081422
268,0.083357
269,0.082005
270,0.083041
271,0.081085
272,0.083112
273,0.08236
274,0.081168
275,0.082567
276,0.081333
277,0.081711
278,0.082856
279,0.080381
280,0.080451
281,0.081842
282,0.08035
283,0.079509
284,0.081564
285,0.080296
286,0.078805
287,0.079794
288,0.080088
289,0.07931
290,0.078931
291,0.078552
292,0.080094
293,0.079989
294,0.079353
295,0.079404
296,0.080614
297,0.080669
298,0.08061
299,0.078407
300,0.079512
301,0.07999
302,0.079889
303,0.079318
304,0.079257
305,0.079388
306,0.079135
307,0.080095
308,0.080469
309,0.079872
310,0.07961
311,0.079245
312,0.079992
313,0.079204
314,0.077974
315,0.080502
316,0.078526
317,0.077173
318,0.076959
319,0.079246
320,0.079306
321,0.079164
322,0.077282
323,0.078593
324,0.078459
325,0.078784
326,0.078021
327,0.077486
328,0.078952
329,0.07841
330,0.079679
331,0.077832
332,0.077889
333,0.079187
334,0.077844
335,0.077966
336,0.078257
337,0.077652
338,0.07749
339,0.077605
340,0.078039
341,0.078095
342,0.076654
343,0.077739
344,0.077997
345,0.079182
346,0.077829
347,0.078048
348,0.076512
349,0.077842
350,0.077799
351,0.077722
352,0.078554
353,0.076986
354,0.077161
355,0.077118
356,0.075589
357,0.077862
358,0.078274
359,0.075951
360,0.077236
361,0.076151
362,0.076405
363,0.078067
364,0.076122
365,0.075753
366,0.077564
367,0.076719
368,0.076615
369,0.078148
370,0.074647
371,0.076798
372,0.077009
373,0.075863
374,0.078188
375,0.074667
376,0.076904
377,0.075909
378,0.076539
379,0.077316
380,0.075449
381,0.076517
382,0.076935
383,0.077324
384,0.076954
385,0.075559
386,0.077749
387,0.076683
388,0.074844
389,0.07428
390,0.075727
391,0.078076
392,0.075377
393,0.0751
394,0.077171
395,0.075915
396,0.075956
397,0.074583
398,0.075094
399,0.077059
400,0.074269
401,0.074637
402,0.075888
403,0.0762
404,0.07532
405,0.074181
406,0.076212
407,0.07639
408,0.075132
409,0.075387
410,0.075048
411,0.074467
412,0.074765
413,0.075437
414,0.074339
415,0.075394
416,0.075613
417,0.07487
418,0.07405
419,0.07526
420,0.075273
421,0.075668
422,0.073656
423,0.075033
424,0.075053
425,0.075171
426,0.076383
427,0.07569
428,0.074647
429,0.076145
430,0.074781
431,0.07606
432,0.077054
433,0.076408
434,0.075268
435,0.074914
436,0.075201
437,0.075002
438,0.073981
439,0.075569
440,0.075375
441,0.074604
442,0.074595
443,0.073859
444,0.076158
445,0.076342
446,0.075243
447,0.075034
448,0.075376
449,0.073798
450,0.07563
451,0.075962
452,0.074292
453,0.07612
454,0.074037
455,0.07499
456,0.074448
457,0.074153
458,0.074728
459,0.073881
460,0.075144
461,0.075254
462,0.073385
463,0.074544
464,0.073553
465,0.074086
466,0.075099
467,0.074542
468,0.073606
469,0.072911
470,0.073169
471,0.074206
472,0.074754
473,0.073767
474,0.073262
475,0.073797
476,0.074479
477,0.075467
478,0.073761
479,0.07378
480,0.074108
481,0.072969
482,0.073835
483,0.072705
484,0.074296
485,0.073632
486,0.072961
487,0.074512
488,0.073495
489,0.075315
490,0.074228
491,0.07345
492,0.074583
493,0.072603
494,0.072843
495,0.075781
496,0.074812
497,0.073066
498,0.074396
499,0.072039
500,0.074153
501,0.072824
502,0.07417
503,0.074084
504,0.073339
505,0.072241
506,0.073768
507,0.073353
508,0.075282
509,0.072676
510,0.072297
511,0.074392
512,0.073847
513,0.072881
514,0.074379
515,0.075068
516,0.074494
517,0.07367
518,0.074393
519,0.073031
520,0.072022
521,0.073536
522,0.074134
523,0.074023
524,0.073347
525,0.073363
526,0.074018
527,0.072709
528,0.072884
529,0.072513
530,0.074175
531,0.073756
532,0.073512
533,0.073809
534,0.07348
535,0.073491
536,0.071496
537,0.071899
538,0.073495
539,0.072471
540,0.072805
541,0.073301
542,0.071925
543,0.074164
544,0.073316
545,0.073725
546,0.072761
547,0.072217
548,0.073441
549,0.073251
550,0.072715
551,0.073222
552,0.07153
553,0.073036
554,0.075104
555,0.071186
556,0.072957
557,0.075241
558,0.07325
559,0.0739
560,0.071269
561,0.073237
562,0.072834
563,0.071997
564,0.070909
565,0.072363
566,0.071924
567,0.073926
568,0.072497
569,0.073294
570,0.07255
571,0.072598
572,0.07293
573,0.073923
574,0.072146
