epoch,bpr_loss
1,0.697197
2,0.650036
3,0.534823
4,0.466991
5,0.433096
6,0.402658
7,0.403818
8,0.378877
9,0.381141
10,0.355929
11,0.345852
12,0.343317
13,0.338631
14,0.326318
15,0.324746
16,0.314875
17,0.305954
18,0.302655
19,0.298615
20,0.291134
21,0.286717
22,0.287368
23,0.284667
24,0.277415
25,0.274735
26,0.272682
27,0.26977
28,0.267983
29,0.26654
30,0.262169
31,0.260812
32,0.255071
33,0.254564
34,0.255126
35,0.248682
36,0.246493
37,0.243733
38,0.246274
39,0.239707
40,0.240018
41,0.237959
42,0.233916
43,0.233291
44,0.228143
45,0.228881
46,0.226268
47,0.22569
48,0.223392
49,0.217638
50,0.218309
51,0.216372
52,0.213815
53,0.213513
54,0.211805
55,0.207228
56,0.204787
57,0.203642
58,0.198283
59,0.199924
60,0.196816
61,0.196485
62,0.192971
63,0.193534
64,0.190516
65,0.188186
66,0.18547
67,0.183937
68,0.183756
69,0.181442
70,0.178704
71,0.178184
72,0.175534
73,0.176677
74,0.172499
75,0.170736
76,0.170729
77,0.168338
78,0.168897
79,0.168828
80,0.163788
81,0.163965
82,0.162312
83,0.160963
84,0.159555
85,0.158525
86,0.155222
87,0.15442
88,0.154276
89,0.154355
90,0.151965
91,0.151608
92,0.151026
93,0.149012
94,0.146134
95,0.146132
96,0.146165
97,0.142743
98,0.143043
99,0.143147
100,0.140225
101,0.141697
102,0.13867
103,0.136181
104,0.138312
105,0.135604
106,0.138066
107,0.132577
108,0.132259
109,0.131754
110,0.13209
111,0.12985
112,0.128192
113,0.126986
114,0.13017
115,0.130108
116,0.126409
117,0.125955
118,0.122048
119,0.125903
120,0.125087
121,0.120142
122,0.122203
123,0.122249
124,0.122673
125,0.121039
126,0.120216
127,0.120857
128,0.119527
129,0.118169
130,0.115679
131,0.115623
132,0.116209
133,0.117193
134,0.114748
135,0.112179
136,0.114749
137,0.112466
138,0.115933
139,0.111512
140,0.114454
141,0.110634
142,0.11429
143,0.11037
144,0.11165
145,0.108079
146,0.10772
147,0.107146
148,0.106413
149,0.109362
150,0.108352
151,0.107214
152,0.10937
153,0.106418
154,0.107587
155,0.106357
156,0.10805
157,0.10508
158,0.106328
159,0.104476
160,0.106317
161,0.104442
162,0.101213
163,0.104102
164,0.1027
165,0.100844
166,0.102241
167,0.101386
168,0.102341
169,0.100473
170,0.100191
171,0.101141
172,0.099865
173,0.100063
174,0.09989
175,0.097722
176,0.099582
177,0.097929
178,0.099899
179,0.099678
180,0.097632
181,0.099077
182,0.099144
183,0.098391
184,0.096604
185,0.098625
186,0.098115
187,0.096431
188,0.097467
189,0.097318
190,0.097562
191,0.096657
192,0.096824
193,0.098646
194,0.095741
195,0.09271
196,0.09717
197,0.093471
198,0.095842
199,0.095368
200,0.095202
201,0.095917
202,0.09509
203,0.094554
204,0.09435
205,0.092822
206,0.09264
207,0.093819
208,0.093366
209,0.093009
210,0.091702
211,0.092448
212,0.092032
213,0.090588
214,0.09195
215,0.091857
216,0.09101
217,0.092617
218,0.0918
219,0.092229
220,0.089858
221,0.090215
222,0.090518
223,0.09239
224,0.088889
225,0.091642
226,0.090198
227,0.0917
228,0.089097
229,0.089912
230,0.089119
231,0.090893
232,0.090304
233,0.088612
234,0.089614
235,0.090126
236,0.089035
237,0.088251
238,0.088644
239,0.089948
240,0.089602
241,0.088977
242,0.087824
243,0.088344
244,0.08753
245,0.088594
246,0.086712
247,0.087235
248,0.086233
249,0.089239
250,0.088968
251,0.087522
252,0.087955
253,0.08757
254,0.087798
255,0.086378
256,0.087564
257,0.088858
258,0.085867
259,0.086253
260,0.08681
261,0.08589
262,0.086747
263,0.08675
264,0.086591
265,0.08739
266,0.086745
267,0.085659
268,0.086902
269,0.083238
270,0.084062
271,0.085554
272,0.083632
273,0.086623
274,0.086354
275,0.083962
276,0.0834
277,0.085466
278,0.083266
279,0.084008
280,0.083084
281,0.084315
282,0.083322
283,0.085389
284,0.085604
285,0.085167
286,0.084149
287,0.083567
288,0.084864
289,0.084116
290,0.084042
291,0.085314
292,0.085324
293,0.083681
294,0.084535
295,0.083347
296,0.083258
297,0.084008
298,0.08251
299,0.083967
300,0.083111
301,0.082508
302,0.081069
303,0.083466
304,0.084388
305,0.083766
306,0.08186
307,0.083932
308,0.083112
309,0.082817
310,0.083265
311,0.082224
312,0.081757
313,0.082244
314,0.081912
315,0.082059
316,0.080255
317,0.082249
318,0.082819
319,0.082922
320,0.082079
321,0.081427
322,0.080652
323,0.08173
324,0.081309
325,0.079967
326,0.082451
327,0.080513
328,0.081845
329,0.081231
330,0.080491
331,0.081076
332,0.081034
333,0.080966
334,0.08161
335,0.079581
336,0.079805
337,0.082049
338,0.080159
339,0.080428
340,0.081466
341,0.081284
342,0.081192
343,0.078412
344,0.078912
345,0.081249
346,0.080054
347,0.079413
348,0.079518
