combo_id,fold,val_f1,hp_d,hp_d_prime,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup
44,3,0.7165,128,128,3,0.1,0.5,0.005,0.0001,700,128,0.0,10
44,4,0.7459,128,128,3,0.1,0.5,0.005,0.0001,700,128,0.0,10
45,0,0.6865,32,64,2,0.1,0.1,0.005,0.0001,300,128,0.0,0
45,1,0.6972,32,64,2,0.1,0.1,0.005,0.0001,300,128,0.0,0
45,2,0.5944,32,64,2,0.1,0.1,0.005,0.0001,300,128,0.0,0
45,3,0.6152,32,64,2,0.1,0.1,0.005,0.0001,300,128,0.0,0
45,4,0.7044,32,64,2,0.1,0.1,0.005,0.0001,300,128,0.0,0
46,0,0.5706,128,32,5,0.1,0.5,0.001,0.0001,300,128,0.0,10
46,1,0.71,128,32,5,0.1,0.5,0.001,0.0001,300,128,0.0,10
46,2,0.6164,128,32,5,0.1,0.5,0.001,0.0001,300,128,0.0,10
46,3,0.7348,128,32,5,0.1,0.5,0.001,0.0001,300,128,0.0,10
46,4,0.685,128,32,5,0.1,0.5,0.001,0.0001,300,128,0.0,10
47,0,0.5424,64,32,4,0.5,0.5,0.001,0.0001,400,64,0.0,10
47,1,0.55,64,32,4,0.5,0.5,0.001,0.0001,400,64,0.0,10
47,2,0.4503,64,32,4,0.5,0.5,0.001,0.0001,400,64,0.0,10
47,3,0.6084,64,32,4,0.5,0.5,0.001,0.0001,400,64,0.0,10
47,4,0.693,64,32,4,0.5,0.5,0.001,0.0001,400,64,0.0,10
48,0,0.6688,64,64,1,0.1,0.5,0.005,0.0001,200,64,0.1,10
48,1,0.5815,64,64,1,0.1,0.5,0.005,0.0001,200,64,0.1,10
48,2,0.6805,64,64,1,0.1,0.5,0.005,0.0001,200,64,0.1,10
48,3,0.6668,64,64,1,0.1,0.5,0.005,0.0001,200,64,0.1,10
48,4,0.4323,64,64,1,0.1,0.5,0.005,0.0001,200,64,0.1,10
49,0,0.6219,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
49,1,0.6623,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
49,2,0.6293,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
49,3,0.6452,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
49,4,0.7254,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
50,0,0.7096,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
50,1,0.6271,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
50,2,0.6927,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
50,3,0.6282,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
50,4,0.5475,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
51,0,0.6234,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
51,1,0.317,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
51,2,0.5656,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
51,3,0.143,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
51,4,0.6286,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
52,0,0.7065,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
52,1,0.625,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
52,2,0.6811,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
52,3,0.6816,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
52,4,0.6695,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
53,0,0.6945,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
53,1,0.6532,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
53,2,0.6984,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
53,3,0.7039,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
53,4,0.6747,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
54,0,0.6734,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
54,1,0.5673,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
54,2,0.6687,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
54,3,0.7047,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
54,4,0.4434,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
55,0,0.5708,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
55,1,0.4928,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
55,2,0.6753,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
55,3,0.5751,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
55,4,0.5175,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
56,0,0.6864,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
56,1,0.6604,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
56,2,0.6552,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
56,3,0.7168,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
56,4,0.53,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
57,0,0.652,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
57,1,0.6889,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
57,2,0.5637,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
57,3,0.4803,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
57,4,0.1451,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
58,0,0.4396,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
58,1,0.6075,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
58,2,0.5039,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
58,3,0.5801,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
58,4,0.6739,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
59,0,0.7302,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
59,1,0.7395,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
59,2,0.7196,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
59,3,0.7277,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
59,4,0.7463,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
60,0,0.5297,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
60,1,0.5031,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
60,2,0.1555,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
60,3,0.4019,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
60,4,0.2535,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
61,0,0.7423,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
61,1,0.5027,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
61,2,0.6831,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
61,3,0.6978,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
61,4,0.6747,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
62,0,0.5738,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
62,1,0.6459,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
62,2,0.3743,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
62,3,0.6254,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
62,4,0.3771,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
63,0,0.4615,64,64,5,0.1,0.1,0.005,0.0001,200,128,0.0,10
63,1,0.414,64,64,5,0.1,0.1,0.005,0.0001,200,128,0.0,10
63,2,0.7192,64,64,5,0.1,0.1,0.005,0.0001,200,128,0.0,10
63,3,0.6904,64,64,5,0.1,0.1,0.005,0.0001,200,128,0.0,10
63,4,0.6712,64,64,5,0.1,0.1,0.005,0.0001,200,128,0.0,10
64,0,0.6637,32,64,5,0.1,0.1,0.001,0.0001,1000,32,0.0,10
64,1,0.6056,32,64,5,0.1,0.1,0.001,0.0001,1000,32,0.0,10
