epoch,loss,val_auc
1,0.69580078125,0.5042404221880323
5,0.5615234375,0.8023784924805073
10,0.142822265625,0.5585373966125526
15,0.0173797607421875,0.4444678762043871
20,0.00244140625,0.6486152789759219
25,0.0008869171142578125,0.651169258199893
30,0.00026726722717285156,0.6309228394365478
35,0.00015592575073242188,0.6583891759316757
40,0.00010848045349121094,0.6633939926459245
45,5.8591365814208984e-05,0.6301753674227057
50,5.161762237548828e-05,0.609386599546262
55,5.638599395751953e-05,0.632116085098259
1,0.69677734375,0.49023498863261245
5,0.54833984375,0.8143417494483138
10,0.16259765625,0.8266780469897477
15,0.0207672119140625,0.6445238155166163
20,0.0018625259399414062,0.6649436356302374
25,0.00039005279541015625,0.656776374547932
30,0.00011086463928222656,0.6853452783688003
35,5.424022674560547e-05,0.7104325402867137
40,4.1961669921875e-05,0.7201891629333294
45,2.759695053100586e-05,0.7184499722153092
50,2.390146255493164e-05,0.7111763510754717
55,1.9550323486328125e-05,0.7010922763637039
60,2.4139881134033203e-05,0.6922280750645801
