combo_id,fold,val_auc,hp_d,hp_d_prime,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup
32,2,0.8233,64,32,3,0.1,0.5,0.001,0.0001,200,64,0.1,10
32,3,0.8468,64,32,3,0.1,0.5,0.001,0.0001,200,64,0.1,10
32,4,0.895,64,32,3,0.1,0.5,0.001,0.0001,200,64,0.1,10
33,0,0.8295,64,32,2,0.1,0.1,0.005,0.0001,600,64,0.1,10
33,1,0.8351,64,32,2,0.1,0.1,0.005,0.0001,600,64,0.1,10
33,2,0.7663,64,32,2,0.1,0.1,0.005,0.0001,600,64,0.1,10
33,3,0.8848,64,32,2,0.1,0.1,0.005,0.0001,600,64,0.1,10
33,4,0.85,64,32,2,0.1,0.1,0.005,0.0001,600,64,0.1,10
34,0,0.5881,32,64,6,0.5,0.5,0.005,0.0001,1000,64,0.1,0
34,1,0.6003,32,64,6,0.5,0.5,0.005,0.0001,1000,64,0.1,0
34,2,0.5076,32,64,6,0.5,0.5,0.005,0.0001,1000,64,0.1,0
34,3,0.7618,32,64,6,0.5,0.5,0.005,0.0001,1000,64,0.1,0
34,4,0.5637,32,64,6,0.5,0.5,0.005,0.0001,1000,64,0.1,0
35,0,0.8396,64,64,4,0.1,0.1,0.005,0.0001,1000,128,0.0,10
35,1,0.9092,64,64,4,0.1,0.1,0.005,0.0001,1000,128,0.0,10
35,2,0.8894,64,64,4,0.1,0.1,0.005,0.0001,1000,128,0.0,10
35,3,0.8478,64,64,4,0.1,0.1,0.005,0.0001,1000,128,0.0,10
35,4,0.9033,64,64,4,0.1,0.1,0.005,0.0001,1000,128,0.0,10
36,0,0.7417,64,64,3,0.5,0.5,0.005,0.0001,700,32,0.0,10
36,1,0.6511,64,64,3,0.5,0.5,0.005,0.0001,700,32,0.0,10
36,2,0.7753,64,64,3,0.5,0.5,0.005,0.0001,700,32,0.0,10
36,3,0.6861,64,64,3,0.5,0.5,0.005,0.0001,700,32,0.0,10
