combo_id,fold,val_macro,hp_d,hp_d_prime,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup
14,3,0.9243,128,128,5,0.5,0.5,0.005,0.0001,600,64,0.1,0
14,4,0.9259,128,128,5,0.5,0.5,0.005,0.0001,600,64,0.1,0
15,0,0.9505,32,128,6,0.5,0.5,0.005,0.0001,400,64,0.0,0
15,1,0.9186,32,128,6,0.5,0.5,0.005,0.0001,400,64,0.0,0
15,2,0.8948,32,128,6,0.5,0.5,0.005,0.0001,400,64,0.0,0
15,3,0.9164,32,128,6,0.5,0.5,0.005,0.0001,400,64,0.0,0
15,4,0.9104,32,128,6,0.5,0.5,0.005,0.0001,400,64,0.0,0
16,0,0.9405,128,32,5,0.1,0.5,0.001,0.0001,400,128,0.0,10
16,1,0.9406,128,32,5,0.1,0.5,0.001,0.0001,400,128,0.0,10
16,2,0.9208,128,32,5,0.1,0.5,0.001,0.0001,400,128,0.0,10
16,3,0.9367,128,32,5,0.1,0.5,0.001,0.0001,400,128,0.0,10
16,4,0.8959,128,32,5,0.1,0.5,0.001,0.0001,400,128,0.0,10
17,0,0.9434,32,64,4,0.1,0.5,0.001,0.0001,1000,32,0.0,0
17,1,0.9121,32,64,4,0.1,0.5,0.001,0.0001,1000,32,0.0,0
17,2,0.9016,32,64,4,0.1,0.5,0.001,0.0001,1000,32,0.0,0
17,3,0.9478,32,64,4,0.1,0.5,0.001,0.0001,1000,32,0.0,0
17,4,0.9266,32,64,4,0.1,0.5,0.001,0.0001,1000,32,0.0,0
18,0,0.9165,32,128,4,0.5,0.5,0.001,0.0001,500,128,0.0,0
18,1,0.94,32,128,4,0.5,0.5,0.001,0.0001,500,128,0.0,0
18,2,0.9104,32,128,4,0.5,0.5,0.001,0.0001,500,128,0.0,0
18,3,0.94,32,128,4,0.5,0.5,0.001,0.0001,500,128,0.0,0
18,4,0.9195,32,128,4,0.5,0.5,0.001,0.0001,500,128,0.0,0
19,0,0.9232,128,32,5,0.5,0.1,0.001,0.0001,300,128,0.1,10
19,1,0.9327,128,32,5,0.5,0.1,0.001,0.0001,300,128,0.1,10
19,2,0.8895,128,32,5,0.5,0.1,0.001,0.0001,300,128,0.1,10
19,3,0.9185,128,32,5,0.5,0.1,0.001,0.0001,300,128,0.1,10
19,4,0.9176,128,32,5,0.5,0.1,0.001,0.0001,300,128,0.1,10
20,0,0.9148,64,64,3,0.5,0.1,0.005,0.0001,700,128,0.1,0
20,1,0.9238,64,64,3,0.5,0.1,0.005,0.0001,700,128,0.1,0
20,2,0.8946,64,64,3,0.5,0.1,0.005,0.0001,700,128,0.1,0
20,3,0.9139,64,64,3,0.5,0.1,0.005,0.0001,700,128,0.1,0
20,4,0.887,64,64,3,0.5,0.1,0.005,0.0001,700,128,0.1,0
21,0,0.928,128,32,5,0.5,0.1,0.005,0.0001,200,128,0.0,10
21,1,0.9219,128,32,5,0.5,0.1,0.005,0.0001,200,128,0.0,10
21,2,0.8824,128,32,5,0.5,0.1,0.005,0.0001,200,128,0.0,10
21,3,0.9299,128,32,5,0.5,0.1,0.005,0.0001,200,128,0.0,10
21,4,0.8982,128,32,5,0.5,0.1,0.005,0.0001,200,128,0.0,10
22,0,0.877,32,32,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
22,1,0.9171,32,32,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
22,2,0.9017,32,32,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
22,3,0.899,32,32,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
22,4,0.9117,32,32,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
23,0,0.9056,64,64,1,0.1,0.5,0.005,0.0001,300,128,0.0,10
23,1,0.9249,64,64,1,0.1,0.5,0.005,0.0001,300,128,0.0,10
23,2,0.8992,64,64,1,0.1,0.5,0.005,0.0001,300,128,0.0,10
23,3,0.9279,64,64,1,0.1,0.5,0.005,0.0001,300,128,0.0,10
23,4,0.8908,64,64,1,0.1,0.5,0.005,0.0001,300,128,0.0,10
24,0,0.9157,32,32,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
24,1,0.9176,32,32,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
24,2,0.8879,32,32,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
24,3,0.9186,32,32,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
24,4,0.9034,32,32,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
