epoch,loss,val_auc
1,0.6923828125,0.5862728215168784
5,0.615234375,0.7675949982152745
10,0.482666015625,0.8250370954588288
15,0.361572265625,0.8638927408424069
20,0.25146484375,0.8716326831620296
25,0.1651611328125,0.8806173019991366
30,0.1036376953125,0.8757552933983046
35,0.0650634765625,0.8673424827280037
40,0.03887939453125,0.8535025713869879
45,0.024444580078125,0.8471050548792932
50,0.016632080078125,0.8388379721290108
55,0.01194000244140625,0.8300192099886086
60,0.008819580078125,0.828932415412548
65,0.007045745849609375,0.8293066402359253
70,0.005413055419921875,0.8238100238966208
75,0.004596710205078125,0.8212944211675763
