combo_id,fold,val_macro,hp_d,hp_d_prime,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup
0,0,0.9353,128,128,3,0.5,0.5,0.001,0.0001,1000,64,0.0,10
0,1,0.9505,128,128,3,0.5,0.5,0.001,0.0001,1000,64,0.0,10
0,2,0.9121,128,128,3,0.5,0.5,0.001,0.0001,1000,64,0.0,10
0,3,0.9283,128,128,3,0.5,0.5,0.001,0.0001,1000,64,0.0,10
0,4,0.9179,128,128,3,0.5,0.5,0.001,0.0001,1000,64,0.0,10
1,0,0.9352,32,128,4,0.5,0.1,0.001,0.0001,1000,128,0.1,0
1,1,0.9566,32,128,4,0.5,0.1,0.001,0.0001,1000,128,0.1,0
1,2,0.9018,32,128,4,0.5,0.1,0.001,0.0001,1000,128,0.1,0
1,3,0.9558,32,128,4,0.5,0.1,0.001,0.0001,1000,128,0.1,0
1,4,0.9288,32,128,4,0.5,0.1,0.001,0.0001,1000,128,0.1,0
2,0,0.9407,128,64,3,0.5,0.1,0.001,0.0001,300,32,0.0,0
2,1,0.9674,128,64,3,0.5,0.1,0.001,0.0001,300,32,0.0,0
2,2,0.9129,128,64,3,0.5,0.1,0.001,0.0001,300,32,0.0,0
2,3,0.9391,128,64,3,0.5,0.1,0.001,0.0001,300,32,0.0,0
2,4,0.9126,128,64,3,0.5,0.1,0.001,0.0001,300,32,0.0,0
3,0,0.9354,128,32,6,0.1,0.1,0.001,0.0001,600,64,0.1,0
3,1,0.9509,128,32,6,0.1,0.1,0.001,0.0001,600,64,0.1,0
3,2,0.9181,128,32,6,0.1,0.1,0.001,0.0001,600,64,0.1,0
3,3,0.9344,128,32,6,0.1,0.1,0.001,0.0001,600,64,0.1,0
3,4,0.9225,128,32,6,0.1,0.1,0.001,0.0001,600,64,0.1,0
4,0,0.9405,64,128,6,0.5,0.1,0.001,0.0001,400,128,0.0,0
4,1,0.9405,64,128,6,0.5,0.1,0.001,0.0001,400,128,0.0,0
4,2,0.896,64,128,6,0.5,0.1,0.001,0.0001,400,128,0.0,0
4,3,0.9447,64,128,6,0.5,0.1,0.001,0.0001,400,128,0.0,0
4,4,0.9335,64,128,6,0.5,0.1,0.001,0.0001,400,128,0.0,0
5,0,0.9407,32,128,5,0.1,0.1,0.005,0.0001,500,128,0.0,0
5,1,0.9566,32,128,5,0.1,0.1,0.005,0.0001,500,128,0.0,0
5,2,0.8755,32,128,5,0.1,0.1,0.005,0.0001,500,128,0.0,0
5,3,0.9399,32,128,5,0.1,0.1,0.005,0.0001,500,128,0.0,0
5,4,0.9338,32,128,5,0.1,0.1,0.005,0.0001,500,128,0.0,0
6,0,0.9402,64,128,5,0.1,0.5,0.005,0.0001,400,32,0.0,10
6,1,0.9511,64,128,5,0.1,0.5,0.005,0.0001,400,32,0.0,10
6,2,0.9063,64,128,5,0.1,0.5,0.005,0.0001,400,32,0.0,10
6,3,0.9392,64,128,5,0.1,0.5,0.005,0.0001,400,32,0.0,10
6,4,0.9177,64,128,5,0.1,0.5,0.005,0.0001,400,32,0.0,10
7,0,0.93,64,32,5,0.1,0.1,0.001,0.0001,500,64,0.0,0
7,1,0.9232,64,32,5,0.1,0.1,0.001,0.0001,500,64,0.0,0
7,2,0.9337,64,32,5,0.1,0.1,0.001,0.0001,500,64,0.0,0
7,3,0.934,64,32,5,0.1,0.1,0.001,0.0001,500,64,0.0,0
7,4,0.9117,64,32,5,0.1,0.1,0.001,0.0001,500,64,0.0,0
8,0,0.9354,64,64,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
8,1,0.9561,64,64,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
8,2,0.9121,64,64,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
8,3,0.9617,64,64,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
8,4,0.9283,64,64,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
9,0,0.9352,64,64,3,0.5,0.1,0.001,0.0001,700,64,0.0,10
9,1,0.9566,64,64,3,0.5,0.1,0.001,0.0001,700,64,0.0,10
9,2,0.8917,64,64,3,0.5,0.1,0.001,0.0001,700,64,0.0,10
9,3,0.9503,64,64,3,0.5,0.1,0.001,0.0001,700,64,0.0,10
9,4,0.9281,64,64,3,0.5,0.1,0.001,0.0001,700,64,0.0,10
10,0,0.9351,32,128,2,0.1,0.5,0.001,0.0001,500,128,0.0,0
