epoch,bpr_loss
1,0.692848
2,0.676172
3,0.624126
4,0.521555
5,0.513703
6,0.488333
7,0.455175
8,0.467641
9,0.435031
10,0.419812
11,0.41415
12,0.408538
13,0.400462
14,0.400031
15,0.393144
16,0.382196
17,0.372091
18,0.365935
19,0.356098
20,0.349953
21,0.342527
22,0.337339
23,0.337978
24,0.334755
25,0.333877
26,0.323302
27,0.318797
28,0.31527
29,0.306332
30,0.292343
31,0.289732
32,0.275336
33,0.2684
34,0.25991
35,0.254419
36,0.250591
37,0.245611
38,0.240862
39,0.232693
40,0.231808
41,0.230041
42,0.220467
43,0.223051
44,0.214555
45,0.212742
46,0.212059
47,0.211323
48,0.20213
49,0.197008
50,0.204059
51,0.194817
52,0.189146
53,0.188411
54,0.183369
55,0.178649
56,0.17842
57,0.177403
58,0.175899
59,0.17208
60,0.168514
61,0.164691
62,0.162952
63,0.158112
64,0.15884
65,0.154903
66,0.155073
67,0.150037
68,0.152319
69,0.143364
70,0.144986
71,0.140591
72,0.143616
73,0.139005
74,0.136107
75,0.137773
76,0.132533
77,0.136765
78,0.130681
79,0.133093
80,0.129814
81,0.122765
82,0.127341
83,0.123559
84,0.125752
85,0.124587
86,0.118194
87,0.122047
88,0.120259
89,0.119916
90,0.114161
91,0.122115
92,0.113984
93,0.117271
94,0.114229
95,0.111787
96,0.114953
97,0.109549
98,0.110867
99,0.107616
100,0.106496
101,0.104927
102,0.108701
103,0.104804
104,0.104889
105,0.102979
106,0.101386
107,0.103713
108,0.100001
109,0.101123
110,0.101716
111,0.099472
112,0.10326
113,0.099522
114,0.100944
115,0.098342
116,0.099435
117,0.097343
118,0.099166
119,0.097693
120,0.098133
121,0.098593
122,0.097419
123,0.096953
124,0.096802
125,0.097029
126,0.097998
127,0.098082
128,0.093425
129,0.092685
130,0.094803
131,0.093926
132,0.092576
133,0.092062
134,0.091891
135,0.092166
136,0.088874
137,0.094024
138,0.093415
139,0.090703
140,0.093832
141,0.089561
142,0.088697
143,0.093723
144,0.090117
