epoch,bpr_loss
1,0.693132
2,0.679536
3,0.630175
4,0.523518
5,0.510185
6,0.472036
7,0.454554
8,0.452693
9,0.421877
10,0.416335
11,0.416346
12,0.391406
13,0.396373
14,0.389546
15,0.377351
16,0.371846
17,0.362135
18,0.357369
19,0.356672
20,0.349554
21,0.344035
22,0.330078
23,0.321191
24,0.310138
25,0.298814
26,0.296594
27,0.279539
28,0.271411
29,0.267237
30,0.256978
31,0.25477
32,0.252641
33,0.24199
34,0.246495
35,0.237827
36,0.236331
37,0.232535
38,0.231027
39,0.226373
40,0.218337
41,0.214038
42,0.211559
43,0.210385
44,0.206125
45,0.205613
46,0.204356
47,0.197771
48,0.193193
49,0.18926
50,0.192839
51,0.191332
52,0.187239
53,0.182983
54,0.180065
55,0.180404
56,0.180206
57,0.176669
58,0.17476
59,0.16933
60,0.17449
61,0.165323
62,0.165876
63,0.166324
64,0.162153
65,0.164364
66,0.162972
67,0.163827
68,0.159839
69,0.158158
70,0.156916
71,0.158663
72,0.155891
73,0.155516
74,0.154464
75,0.1492
76,0.149079
77,0.147604
78,0.145432
79,0.145117
80,0.14183
81,0.142716
82,0.139415
83,0.144808
84,0.14215
85,0.140808
86,0.135345
87,0.137889
88,0.139338
89,0.135919
90,0.133887
91,0.129403
92,0.129706
93,0.127705
94,0.127319
95,0.122389
96,0.126886
97,0.123568
98,0.124561
99,0.121559
100,0.12103
101,0.118749
102,0.11412
103,0.115202
104,0.113945
105,0.116989
106,0.117702
107,0.110314
108,0.112986
109,0.110818
110,0.108353
111,0.109091
112,0.106688
113,0.107376
114,0.105485
115,0.103915
116,0.102872
117,0.099978
118,0.10048
119,0.102562
120,0.100391
121,0.100646
122,0.099621
123,0.099263
124,0.095093
125,0.098422
126,0.093299
127,0.097133
128,0.091684
129,0.095658
130,0.091259
131,0.093986
132,0.091915
133,0.089053
134,0.091888
135,0.088456
136,0.087044
137,0.088465
138,0.08993
139,0.085792
140,0.089088
141,0.086971
142,0.089079
143,0.08526
144,0.086971
145,0.0835
146,0.086715
147,0.086117
148,0.083611
149,0.08077
150,0.083676
151,0.084658
152,0.082348
153,0.083786
154,0.07959
155,0.077848
156,0.080788
157,0.078225
158,0.078458
159,0.081067
160,0.080283
161,0.079652
162,0.076722
163,0.077312
164,0.077367
165,0.080087
166,0.079696
167,0.077826
168,0.077553
169,0.080706
170,0.07627
171,0.075664
172,0.076984
173,0.077796
174,0.075567
175,0.075951
176,0.073298
177,0.078131
178,0.07539
179,0.074826
180,0.073677
181,0.075526
182,0.072159
183,0.073923
184,0.071971
185,0.072697
186,0.074883
187,0.071675
188,0.073959
189,0.071105
190,0.073239
191,0.070829
192,0.075747
193,0.07066
194,0.07024
195,0.068919
196,0.068799
197,0.070052
198,0.069078
199,0.069499
200,0.069184
201,0.069306
202,0.068409
203,0.067756
204,0.069808
205,0.06848
206,0.069712
207,0.07033
208,0.067939
209,0.068502
210,0.067257
211,0.067373
212,0.066253
213,0.070003
214,0.068813
215,0.067529
216,0.067541
217,0.065609
218,0.063553
219,0.066821
220,0.069369
221,0.068104
222,0.06427
223,0.066437
224,0.066351
225,0.064871
226,0.064931
227,0.067543
228,0.069178
229,0.065501
230,0.065425
231,0.065197
232,0.064785
233,0.066194
234,0.067352
235,0.064026
236,0.066288
237,0.065012
238,0.063011
239,0.064094
240,0.06259
241,0.064356
242,0.065814
243,0.06135
244,0.062992
245,0.062171
246,0.064259
247,0.063859
248,0.067151
249,0.06434
250,0.064049
251,0.064277
252,0.06068
253,0.063278
254,0.063577
255,0.061942
256,0.059953
257,0.061583
258,0.064961
259,0.061298
260,0.06115
261,0.063001
262,0.060599
263,0.062292
264,0.062116
265,0.064177
266,0.062187
267,0.059747
268,0.06205
269,0.062997
270,0.063232
271,0.060841
272,0.058969
273,0.061952
274,0.059475
275,0.061715
276,0.058791
277,0.058544
278,0.060131
279,0.061237
280,0.060998
281,0.059928
282,0.060263
283,0.061632
284,0.060547
285,0.062001
286,0.06107
287,0.057432
288,0.05819
289,0.059197
290,0.060007
291,0.059104
292,0.058731
293,0.060033
294,0.059089
295,0.054678
296,0.058454
297,0.058373
298,0.06025
299,0.058941
300,0.057775
301,0.058568
302,0.057902
303,0.058631
304,0.058223
305,0.058073
306,0.061017
307,0.058363
308,0.059481
309,0.056326
310,0.058225
311,0.058334
312,0.057872
313,0.058822
314,0.058159
315,0.055141
316,0.057741
317,0.058577
318,0.055879
319,0.056927
320,0.057203
321,0.058141
322,0.055495
323,0.055938
324,0.056057
325,0.055349
326,0.057746
327,0.055156
328,0.055788
329,0.056656
330,0.056262
331,0.05425
332,0.055473
333,0.054121
334,0.057372
335,0.054671
336,0.054162
337,0.054248
338,0.056316
339,0.057962
340,0.056518
341,0.054518
342,0.056224
343,0.053321
344,0.055723
345,0.05766
346,0.055547
347,0.054911
348,0.057725
349,0.053034
350,0.055384
351,0.05633
352,0.056708
353,0.055358
354,0.056143
355,0.055175
356,0.054313
357,0.057395
358,0.056276
359,0.054614
360,0.056098
361,0.055959
362,0.054939
363,0.055879
364,0.055544
365,0.055689
366,0.05371
367,0.054237
368,0.056097
369,0.058002
370,0.056198
371,0.055249
372,0.053437
373,0.054507
374,0.056669
375,0.054534
376,0.055152
377,0.055071
378,0.054818
379,0.05433
380,0.055831
381,0.053577
382,0.055173
383,0.054402
384,0.055079
385,0.053859
386,0.051546
387,0.05431
388,0.053896
389,0.054563
390,0.052196
391,0.052736
392,0.052471
393,0.053102
394,0.055809
395,0.051357
396,0.0536
397,0.054707
398,0.0549
399,0.052117
400,0.053856
401,0.054525
402,0.054258
403,0.054323
404,0.05405
405,0.053685
406,0.05363
407,0.052378
408,0.053882
409,0.053222
410,0.053959
411,0.05275
412,0.053522
413,0.052818
414,0.055359
415,0.053443
416,0.053166
417,0.053762
418,0.054796
419,0.05232
420,0.05339
421,0.053417
422,0.0525
423,0.052493
424,0.052802
425,0.053213
426,0.053359
427,0.053094
428,0.05337
429,0.05577
430,0.054118
431,0.053342
432,0.053844
433,0.057554
434,0.05286
435,0.051082
436,0.054
437,0.053478
438,0.05105
439,0.051572
440,0.051368
441,0.05381
442,0.052048
443,0.054527
444,0.052897
445,0.053484
446,0.052501
447,0.050795
448,0.054403
449,0.050517
450,0.05049
451,0.053914
452,0.052561
453,0.051112
454,0.051503
455,0.053951
456,0.05126
457,0.051517
458,0.0517
459,0.053651
460,0.05191
461,0.053947
462,0.05321
463,0.05228
464,0.050138
465,0.051066
466,0.052301
467,0.05046
468,0.053237
469,0.053606
470,0.053071
471,0.052646
472,0.053506
473,0.050975
474,0.050294
475,0.051824
476,0.053157
477,0.050979
478,0.05167
479,0.04888
480,0.053173
481,0.053623
482,0.052232
483,0.052059
484,0.05098
485,0.054083
486,0.051779
487,0.051844
488,0.052665
489,0.050333
490,0.049859
491,0.052395
492,0.053595
493,0.052969
494,0.050545
495,0.052974
496,0.054564
497,0.050323
498,0.051763
499,0.052705
500,0.053227
501,0.050752
502,0.053113
503,0.052947
504,0.050692
505,0.050595
506,0.052278
507,0.050738
508,0.052038
509,0.050911
510,0.051957
511,0.054369
512,0.052132
513,0.049979
514,0.051458
515,0.052548
516,0.052419
517,0.05143
518,0.052995
519,0.053666
520,0.049025
521,0.053174
522,0.051861
523,0.051193
