epoch,bpr_loss
1,0.693199
2,0.682901
3,0.643225
4,0.547164
5,0.486148
6,0.523804
7,0.453209
8,0.47514
9,0.456784
10,0.421209
11,0.416759
12,0.425489
13,0.404803
14,0.393353
15,0.391855
16,0.380242
17,0.360887
18,0.358256
19,0.36123
20,0.347512
21,0.340528
22,0.342393
23,0.340584
24,0.341372
25,0.337153
26,0.331358
27,0.333484
28,0.327038
29,0.323981
30,0.322541
31,0.322767
32,0.322923
33,0.315541
34,0.317041
35,0.312447
36,0.31055
37,0.308704
38,0.307933
39,0.300376
40,0.294549
41,0.288178
42,0.278641
43,0.269302
44,0.260043
45,0.249708
46,0.243975
47,0.236592
48,0.228971
49,0.226731
50,0.220919
51,0.214154
52,0.210645
53,0.205239
54,0.203769
55,0.202416
56,0.191807
57,0.190743
58,0.18768
59,0.183383
60,0.182013
61,0.175479
62,0.174903
63,0.170882
64,0.168764
65,0.159138
66,0.16151
67,0.159346
68,0.151817
69,0.15381
70,0.152272
71,0.145163
72,0.144084
73,0.144901
74,0.1413
75,0.140129
76,0.136571
77,0.137609
78,0.136018
79,0.134016
80,0.135031
81,0.130877
82,0.129259
83,0.129088
84,0.121035
85,0.120123
86,0.123457
87,0.119674
88,0.121221
89,0.121081
90,0.119008
91,0.119551
92,0.116786
93,0.117591
94,0.115838
95,0.110968
96,0.114412
97,0.113437
98,0.113096
99,0.111112
100,0.111119
101,0.10918
102,0.109144
103,0.109907
104,0.107758
105,0.111891
106,0.105908
107,0.103274
108,0.105113
109,0.109468
110,0.10545
111,0.102077
112,0.103555
113,0.105354
114,0.105325
115,0.104024
116,0.101777
117,0.100837
118,0.10064
119,0.097947
120,0.103421
121,0.099866
122,0.096995
123,0.099732
124,0.097378
125,0.098178
126,0.096441
127,0.095965
128,0.097363
129,0.093743
130,0.099266
131,0.088814
132,0.090916
133,0.093326
134,0.09107
135,0.093676
136,0.090535
137,0.095438
138,0.093013
139,0.091311
140,0.091632
141,0.091777
142,0.091593
143,0.089321
144,0.088358
145,0.089098
146,0.08989
147,0.086776
148,0.086611
149,0.08871
150,0.088344
151,0.088335
152,0.087973
153,0.084435
154,0.086919
155,0.088397
156,0.083197
157,0.084572
158,0.085111
159,0.082218
160,0.082824
