dataset,task,n_seeds,recall@10_mean,recall@10_sd,ndcg@10_mean,ndcg@10_sd,hit@10_mean,hit@10_sd,precision@10_mean,precision@10_sd,mrr@10_mean,mrr@10_sd,recall@20_mean,recall@20_sd,ndcg@20_mean,ndcg@20_sd,hit@20_mean,hit@20_sd,precision@20_mean,precision@20_sd,mrr@20_mean,mrr@20_sd,recall@50_mean,recall@50_sd,ndcg@50_mean,ndcg@50_sd,hit@50_mean,hit@50_sd,precision@50_mean,precision@50_sd,mrr@50_mean,mrr@50_sd,best_hp_d,best_hp_d_prime,best_hp_K,best_hp_dropout,best_hp_dropout_gnn,best_hp_lr,best_hp_wd,best_hp_epochs,best_hp_hidden,best_hp_label_smoothing,best_hp_warmup,best_hp_K_rec,best_hp_neg_ratio,best_hp_bpr_reg
lastfm,rec,10,0.1621,0.0022,0.2034,0.0023,0.7224,0.0056,0.1597,0.0022,0.4385,0.0047,0.2331,0.0023,0.2289,0.0023,0.8218,0.0035,0.1148,0.0012,0.4455,0.0045,0.3542,0.0028,0.2809,0.0023,0.9087,0.0045,0.07,0.0005,0.4483,0.0046,128,32,1,0.1,0.1,0.005,0.0001,700,64,0.0,0,20,10,0.001
