combo_id,fold,val_recall@10,val_ndcg@10,val_recall@20,val_ndcg@20,val_recall@50,val_ndcg@50,hp_d,hp_d_prime,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup,hp_K_rec,hp_neg_ratio,hp_bpr_reg
35,1,0.1321,0.1369,0.1987,0.1668,0.3129,0.2114,128,128,2,0.5,0.5,0.001,0.0001,1000,128,0.0,10,50,10,0.0001
35,2,0.131,0.1399,0.1968,0.1692,0.3124,0.2148,128,128,2,0.5,0.5,0.001,0.0001,1000,128,0.0,10,50,10,0.0001
35,3,0.1442,0.1502,0.2148,0.1822,0.3369,0.2304,128,128,2,0.5,0.5,0.001,0.0001,1000,128,0.0,10,50,10,0.0001
35,4,0.1354,0.1439,0.1973,0.1718,0.3144,0.2179,128,128,2,0.5,0.5,0.001,0.0001,1000,128,0.0,10,50,10,0.0001
36,0,0.1263,0.1353,0.1892,0.1641,0.2952,0.2059,128,32,3,0.5,0.5,0.005,0.0001,700,32,0.1,10,50,10,0.0001
36,1,0.1229,0.1296,0.1872,0.1582,0.2998,0.2019,128,32,3,0.5,0.5,0.005,0.0001,700,32,0.1,10,50,10,0.0001
36,2,0.1311,0.1394,0.2002,0.1703,0.3117,0.2147,128,32,3,0.5,0.5,0.005,0.0001,700,32,0.1,10,50,10,0.0001
36,3,0.1291,0.1356,0.1906,0.1633,0.3034,0.2075,128,32,3,0.5,0.5,0.005,0.0001,700,32,0.1,10,50,10,0.0001
36,4,0.1261,0.1342,0.1853,0.1608,0.2966,0.2046,128,32,3,0.5,0.5,0.005,0.0001,700,32,0.1,10,50,10,0.0001
37,0,0.1292,0.1376,0.1918,0.1659,0.2996,0.2086,128,128,2,0.5,0.5,0.005,0.0001,300,64,0.1,10,10,5,0.001
37,1,0.1238,0.1299,0.1883,0.1583,0.2957,0.2,128,128,2,0.5,0.5,0.005,0.0001,300,64,0.1,10,10,5,0.001
37,2,0.1236,0.1322,0.1813,0.1578,0.2899,0.2006,128,128,2,0.5,0.5,0.005,0.0001,300,64,0.1,10,10,5,0.001
37,3,0.1292,0.1365,0.1923,0.1649,0.3064,0.2096,128,128,2,0.5,0.5,0.005,0.0001,300,64,0.1,10,10,5,0.001
37,4,0.1289,0.1378,0.186,0.1634,0.2973,0.2069,128,128,2,0.5,0.5,0.005,0.0001,300,64,0.1,10,10,5,0.001
38,0,0.1077,0.1158,0.162,0.1404,0.2558,0.1778,64,32,5,0.5,0.5,0.005,0.0001,300,128,0.1,0,20,10,0.001
38,1,0.1023,0.1075,0.1555,0.1311,0.2555,0.1701,64,32,5,0.5,0.5,0.005,0.0001,300,128,0.1,0,20,10,0.001
38,2,0.0978,0.1057,0.1442,0.1259,0.2283,0.1587,64,32,5,0.5,0.5,0.005,0.0001,300,128,0.1,0,20,10,0.001
38,3,0.111,0.1177,0.1686,0.1433,0.2692,0.1827,64,32,5,0.5,0.5,0.005,0.0001,300,128,0.1,0,20,10,0.001
38,4,0.1079,0.1166,0.1555,0.138,0.2557,0.1772,64,32,5,0.5,0.5,0.005,0.0001,300,128,0.1,0,20,10,0.001
39,0,0.1169,0.1248,0.1723,0.1501,0.2756,0.1909,64,32,3,0.1,0.5,0.001,0.0001,200,32,0.1,0,20,5,0.001
39,1,0.114,0.1205,0.17,0.1453,0.2705,0.1843,64,32,3,0.1,0.5,0.001,0.0001,200,32,0.1,0,20,5,0.001
39,2,0.1169,0.1254,0.1711,0.1495,0.2717,0.1891,64,32,3,0.1,0.5,0.001,0.0001,200,32,0.1,0,20,5,0.001
39,3,0.1123,0.1196,0.1686,0.1449,0.2751,0.1868,64,32,3,0.1,0.5,0.001,0.0001,200,32,0.1,0,20,5,0.001
39,4,0.1182,0.1263,0.1738,0.1512,0.2774,0.1923,64,32,3,0.1,0.5,0.001,0.0001,200,32,0.1,0,20,5,0.001
40,0,0.1431,0.1502,0.2111,0.1814,0.3312,0.2287,64,32,1,0.1,0.1,0.005,0.0001,400,64,0.0,10,10,5,0.0001
40,1,0.1425,0.1491,0.2094,0.1789,0.3244,0.224,64,32,1,0.1,0.1,0.005,0.0001,400,64,0.0,10,10,5,0.0001
40,2,0.1365,0.1448,0.2009,0.1736,0.3224,0.2216,64,32,1,0.1,0.1,0.005,0.0001,400,64,0.0,10,10,5,0.0001
40,3,0.1454,0.1495,0.2162,0.1812,0.3341,0.228,64,32,1,0.1,0.1,0.005,0.0001,400,64,0.0,10,10,5,0.0001
40,4,0.1381,0.1464,0.2106,0.1794,0.3308,0.2273,64,32,1,0.1,0.1,0.005,0.0001,400,64,0.0,10,10,5,0.0001
41,0,0.1393,0.1453,0.2075,0.1762,0.3229,0.2218,64,32,4,0.1,0.1,0.001,0.0001,1000,64,0.1,0,10,10,0.0001
41,1,0.1418,0.1465,0.2113,0.1775,0.3298,0.2242,64,32,4,0.1,0.1,0.001,0.0001,1000,64,0.1,0,10,10,0.0001
41,2,0.1391,0.1462,0.2022,0.1743,0.3179,0.2203,64,32,4,0.1,0.1,0.001,0.0001,1000,64,0.1,0,10,10,0.0001
41,3,0.1441,0.1505,0.2148,0.1826,0.3325,0.2288,64,32,4,0.1,0.1,0.001,0.0001,1000,64,0.1,0,10,10,0.0001
41,4,0.1385,0.145,0.2059,0.1757,0.3248,0.2227,64,32,4,0.1,0.1,0.001,0.0001,1000,64,0.1,0,10,10,0.0001
42,0,0.1008,0.1089,0.1476,0.1299,0.234,0.1641,32,128,5,0.5,0.1,0.001,0.0001,700,128,0.0,0,50,10,0.001
42,1,0.097,0.1022,0.146,0.1236,0.2333,0.1577,32,128,5,0.5,0.1,0.001,0.0001,700,128,0.0,0,50,10,0.001
42,2,0.0992,0.1071,0.1472,0.1282,0.2316,0.1614,32,128,5,0.5,0.1,0.001,0.0001,700,128,0.0,0,50,10,0.001
42,3,0.1027,0.1084,0.1558,0.1324,0.2495,0.1693,32,128,5,0.5,0.1,0.001,0.0001,700,128,0.0,0,50,10,0.001
42,4,0.1017,0.1096,0.1475,0.1301,0.2329,0.1638,32,128,5,0.5,0.1,0.001,0.0001,700,128,0.0,0,50,10,0.001
43,0,0.1477,0.1543,0.2179,0.1865,0.3394,0.2343,128,64,6,0.1,0.1,0.001,0.0001,700,32,0.0,0,10,10,0.0001
43,1,0.1484,0.1551,0.2222,0.1882,0.342,0.2353,128,64,6,0.1,0.1,0.001,0.0001,700,32,0.0,0,10,10,0.0001
43,2,0.1419,0.1507,0.2123,0.1825,0.3346,0.2309,128,64,6,0.1,0.1,0.001,0.0001,700,32,0.0,0,10,10,0.0001
43,3,0.1505,0.1583,0.2253,0.1919,0.3498,0.2412,128,64,6,0.1,0.1,0.001,0.0001,700,32,0.0,0,10,10,0.0001
43,4,0.1487,0.153,0.2198,0.1854,0.3437,0.2343,128,64,6,0.1,0.1,0.001,0.0001,700,32,0.0,0,10,10,0.0001
44,0,0.1283,0.137,0.1911,0.1655,0.2963,0.2071,128,128,3,0.5,0.5,0.005,0.0001,400,128,0.1,0,50,5,0.001
44,1,0.1244,0.1305,0.1883,0.1589,0.3001,0.2023,128,128,3,0.5,0.5,0.005,0.0001,400,128,0.1,0,50,5,0.001
44,2,0.1242,0.1323,0.1839,0.1588,0.2884,0.1999,128,128,3,0.5,0.5,0.005,0.0001,400,128,0.1,0,50,5,0.001
44,3,0.1293,0.1364,0.1921,0.1647,0.3031,0.2083,128,128,3,0.5,0.5,0.005,0.0001,400,128,0.1,0,50,5,0.001
44,4,0.1274,0.1362,0.1854,0.1624,0.2947,0.2053,128,128,3,0.5,0.5,0.005,0.0001,400,128,0.1,0,50,5,0.001
45,0,0.1295,0.1387,0.191,0.1667,0.2994,0.2095,128,32,5,0.5,0.5,0.005,0.0001,700,128,0.1,0,50,5,0.001
45,1,0.1254,0.1314,0.1908,0.1603,0.3002,0.2031,128,32,5,0.5,0.5,0.005,0.0001,700,128,0.1,0,50,5,0.001
45,2,0.1243,0.1328,0.1844,0.1599,0.2907,0.202,128,32,5,0.5,0.5,0.005,0.0001,700,128,0.1,0,50,5,0.001
45,3,0.127,0.1329,0.1895,0.1614,0.3024,0.2056,128,32,5,0.5,0.5,0.005,0.0001,700,128,0.1,0,50,5,0.001
45,4,0.1283,0.1373,0.1887,0.1646,0.2952,0.2065,128,32,5,0.5,0.5,0.005,0.0001,700,128,0.1,0,50,5,0.001
46,0,0.1092,0.1183,0.1641,0.1431,0.2586,0.1805,64,64,1,0.5,0.5,0.005,0.0001,200,128,0.1,0,10,5,0.0001
46,1,0.1155,0.1201,0.1733,0.1462,0.2775,0.1866,64,64,1,0.5,0.5,0.005,0.0001,200,128,0.1,0,10,5,0.0001
46,2,0.1208,0.1285,0.1734,0.1515,0.2786,0.193,64,64,1,0.5,0.5,0.005,0.0001,200,128,0.1,0,10,5,0.0001
46,3,0.1217,0.1285,0.1807,0.155,0.2845,0.1959,64,64,1,0.5,0.5,0.005,0.0001,200,128,0.1,0,10,5,0.0001
46,4,0.1212,0.1298,0.1753,0.1539,0.2831,0.1966,64,64,1,0.5,0.5,0.005,0.0001,200,128,0.1,0,10,5,0.0001
47,0,0.1223,0.1312,0.1785,0.1568,0.2827,0.198,64,32,6,0.5,0.5,0.001,0.0001,500,128,0.0,10,50,10,0.0001
47,1,0.1195,0.1242,0.1789,0.1506,0.2834,0.1913,64,32,6,0.5,0.5,0.001,0.0001,500,128,0.0,10,50,10,0.0001
47,2,0.1176,0.1264,0.1742,0.1514,0.2752,0.1912,64,32,6,0.5,0.5,0.001,0.0001,500,128,0.0,10,50,10,0.0001
47,3,0.1178,0.1241,0.1743,0.1494,0.2822,0.1918,64,32,6,0.5,0.5,0.001,0.0001,500,128,0.0,10,50,10,0.0001
47,4,0.1105,0.1193,0.1619,0.1425,0.2605,0.1814,64,32,6,0.5,0.5,0.001,0.0001,500,128,0.0,10,50,10,0.0001
48,0,0.1462,0.153,0.2157,0.1847,0.3341,0.2314,128,128,6,0.1,0.1,0.001,0.0001,500,64,0.1,0,50,5,0.001
48,1,0.1448,0.1522,0.2143,0.1833,0.3336,0.2302,128,128,6,0.1,0.1,0.001,0.0001,500,64,0.1,0,50,5,0.001
48,2,0.1419,0.15,0.2114,0.181,0.3257,0.2263,128,128,6,0.1,0.1,0.001,0.0001,500,64,0.1,0,50,5,0.001
48,3,0.1497,0.158,0.2226,0.1907,0.3411,0.2375,128,128,6,0.1,0.1,0.001,0.0001,500,64,0.1,0,50,5,0.001
48,4,0.1398,0.1464,0.2071,0.1769,0.3241,0.2234,128,128,6,0.1,0.1,0.001,0.0001,500,64,0.1,0,50,5,0.001
49,0,0.1265,0.1358,0.1888,0.164,0.2976,0.2071,32,128,6,0.1,0.5,0.001,0.0001,1000,128,0.1,0,50,5,0.0001
49,1,0.1246,0.1297,0.1863,0.157,0.2992,0.201,32,128,6,0.1,0.5,0.001,0.0001,1000,128,0.1,0,50,5,0.0001
49,2,0.1226,0.1302,0.1825,0.157,0.29,0.1991,32,128,6,0.1,0.5,0.001,0.0001,1000,128,0.1,0,50,5,0.0001
49,3,0.1305,0.1364,0.1937,0.1649,0.308,0.2099,32,128,6,0.1,0.5,0.001,0.0001,1000,128,0.1,0,50,5,0.0001
49,4,0.1233,0.1327,0.1847,0.1605,0.2975,0.2048,32,128,6,0.1,0.5,0.001,0.0001,1000,128,0.1,0,50,5,0.0001
50,0,0.097,0.1053,0.1437,0.1265,0.2262,0.159,32,64,4,0.5,0.1,0.001,0.0001,300,128,0.0,10,10,10,0.0001
50,1,0.0746,0.0801,0.1135,0.0973,0.1932,0.1282,32,64,4,0.5,0.1,0.001,0.0001,300,128,0.0,10,10,10,0.0001
50,2,0.0945,0.104,0.142,0.1249,0.2249,0.1573,32,64,4,0.5,0.1,0.001,0.0001,300,128,0.0,10,10,10,0.0001
50,3,0.0967,0.1022,0.1462,0.1241,0.2324,0.1581,32,64,4,0.5,0.1,0.001,0.0001,300,128,0.0,10,10,10,0.0001
50,4,0.0976,0.1059,0.1442,0.1269,0.2264,0.1595,32,64,4,0.5,0.1,0.001,0.0001,300,128,0.0,10,10,10,0.0001
51,0,0.1371,0.1429,0.2052,0.1739,0.3159,0.2178,64,128,3,0.1,0.1,0.005,0.0001,400,32,0.0,10,50,5,0.0001
51,1,0.1386,0.1432,0.207,0.1736,0.3189,0.2181,64,128,3,0.1,0.1,0.005,0.0001,400,32,0.0,10,50,5,0.0001
51,2,0.1385,0.1457,0.2029,0.1743,0.3238,0.2222,64,128,3,0.1,0.1,0.005,0.0001,400,32,0.0,10,50,5,0.0001
51,3,0.1458,0.1521,0.2148,0.183,0.3329,0.2296,64,128,3,0.1,0.1,0.005,0.0001,400,32,0.0,10,50,5,0.0001
51,4,0.1443,0.1523,0.2127,0.1831,0.3329,0.2305,64,128,3,0.1,0.1,0.005,0.0001,400,32,0.0,10,50,5,0.0001
52,0,0.1281,0.1371,0.1919,0.1661,0.2965,0.2074,128,128,4,0.5,0.1,0.005,0.0001,1000,128,0.1,10,20,5,0.001
52,1,0.1239,0.1316,0.19,0.1609,0.3002,0.2043,128,128,4,0.5,0.1,0.005,0.0001,1000,128,0.1,10,20,5,0.001
52,2,0.126,0.1351,0.1849,0.1613,0.2916,0.2033,128,128,4,0.5,0.1,0.005,0.0001,1000,128,0.1,10,20,5,0.001
52,3,0.1305,0.1373,0.1938,0.1659,0.3086,0.211,128,128,4,0.5,0.1,0.005,0.0001,1000,128,0.1,10,20,5,0.001
52,4,0.127,0.136,0.1872,0.1631,0.2972,0.2064,128,128,4,0.5,0.1,0.005,0.0001,1000,128,0.1,10,20,5,0.001
53,0,0.1318,0.1395,0.1948,0.168,0.3043,0.2114,128,128,2,0.5,0.1,0.001,0.0001,700,32,0.1,10,50,5,0.0001
53,1,0.1339,0.1389,0.2001,0.1684,0.3182,0.2148,128,128,2,0.5,0.1,0.001,0.0001,700,32,0.1,10,50,5,0.0001
53,2,0.1327,0.1401,0.1961,0.1687,0.3101,0.2135,128,128,2,0.5,0.1,0.001,0.0001,700,32,0.1,10,50,5,0.0001
53,3,0.1347,0.1409,0.2008,0.1708,0.3148,0.2155,128,128,2,0.5,0.1,0.001,0.0001,700,32,0.1,10,50,5,0.0001
53,4,0.135,0.1435,0.1991,0.1727,0.3143,0.2181,128,128,2,0.5,0.1,0.001,0.0001,700,32,0.1,10,50,5,0.0001
54,0,0.127,0.1356,0.1883,0.1636,0.2959,0.2058,64,64,4,0.1,0.5,0.001,0.0001,300,64,0.1,0,50,10,0.0001
54,1,0.1232,0.1278,0.182,0.1541,0.2961,0.1984,64,64,4,0.1,0.5,0.001,0.0001,300,64,0.1,0,50,10,0.0001
54,2,0.1216,0.1308,0.1806,0.157,0.2845,0.198,64,64,4,0.1,0.5,0.001,0.0001,300,64,0.1,0,50,10,0.0001
54,3,0.1308,0.1385,0.193,0.1663,0.3026,0.2092,64,64,4,0.1,0.5,0.001,0.0001,300,64,0.1,0,50,10,0.0001
54,4,0.1218,0.1311,0.1775,0.1561,0.286,0.199,64,64,4,0.1,0.5,0.001,0.0001,300,64,0.1,0,50,10,0.0001
55,0,0.0998,0.1082,0.149,0.1306,0.2378,0.1658,32,32,3,0.5,0.1,0.001,0.0001,1000,32,0.0,0,20,5,0.001
55,1,0.0972,0.102,0.1465,0.1238,0.2315,0.1569,32,32,3,0.5,0.1,0.001,0.0001,1000,32,0.0,0,20,5,0.001
55,2,0.0984,0.107,0.1462,0.1279,0.2305,0.1609,32,32,3,0.5,0.1,0.001,0.0001,1000,32,0.0,0,20,5,0.001
55,3,0.0989,0.1047,0.1514,0.1285,0.2384,0.1625,32,32,3,0.5,0.1,0.001,0.0001,1000,32,0.0,0,20,5,0.001
55,4,0.1023,0.1097,0.1495,0.1308,0.2335,0.1639,32,32,3,0.5,0.1,0.001,0.0001,1000,32,0.0,0,20,5,0.001
56,0,0.132,0.1401,0.1961,0.1692,0.3115,0.2148,128,32,4,0.5,0.1,0.005,0.0001,400,32,0.0,0,50,5,0.0001
56,1,0.1237,0.1295,0.1861,0.1573,0.2998,0.2017,128,32,4,0.5,0.1,0.005,0.0001,400,32,0.0,0,50,5,0.0001
56,2,0.124,0.1322,0.1841,0.1591,0.2923,0.2016,128,32,4,0.5,0.1,0.005,0.0001,400,32,0.0,0,50,5,0.0001
56,3,0.1268,0.1331,0.1901,0.1616,0.307,0.2074,128,32,4,0.5,0.1,0.005,0.0001,400,32,0.0,0,50,5,0.0001
56,4,0.1275,0.1361,0.185,0.1621,0.2947,0.2052,128,32,4,0.5,0.1,0.005,0.0001,400,32,0.0,0,50,5,0.0001
57,0,0.1091,0.118,0.1636,0.1428,0.2601,0.1808,64,128,6,0.5,0.1,0.001,0.0001,400,32,0.0,10,50,5,0.001
57,1,0.1133,0.1188,0.1699,0.144,0.2711,0.1834,64,128,6,0.5,0.1,0.001,0.0001,400,32,0.0,10,50,5,0.001
57,2,0.1069,0.1143,0.1557,0.1358,0.248,0.1722,64,128,6,0.5,0.1,0.001,0.0001,400,32,0.0,10,50,5,0.001
57,3,0.1087,0.1149,0.1641,0.1399,0.2602,0.1777,64,128,6,0.5,0.1,0.001,0.0001,400,32,0.0,10,50,5,0.001
57,4,0.1086,0.1173,0.1588,0.1398,0.2583,0.179,64,128,6,0.5,0.1,0.001,0.0001,400,32,0.0,10,50,5,0.001
58,0,0.1274,0.1371,0.1912,0.1661,0.2988,0.2088,128,32,6,0.5,0.1,0.005,0.0001,600,64,0.1,10,10,5,0.001
58,1,0.125,0.1303,0.1889,0.1584,0.2996,0.2016,128,32,6,0.5,0.1,0.005,0.0001,600,64,0.1,10,10,5,0.001
58,2,0.1261,0.1331,0.1842,0.159,0.2882,0.2,128,32,6,0.5,0.1,0.005,0.0001,600,64,0.1,10,10,5,0.001
58,3,0.1252,0.132,0.1867,0.1597,0.2998,0.2041,128,32,6,0.5,0.1,0.005,0.0001,600,64,0.1,10,10,5,0.001
58,4,0.1266,0.1355,0.184,0.1614,0.2899,0.2033,128,32,6,0.5,0.1,0.005,0.0001,600,64,0.1,10,10,5,0.001
59,0,0.1361,0.1428,0.2014,0.1726,0.3143,0.217,32,64,1,0.1,0.5,0.005,0.0001,1000,64,0.0,0,20,5,0.001
59,1,0.1398,0.1453,0.2058,0.1743,0.3188,0.2186,32,64,1,0.1,0.5,0.005,0.0001,1000,64,0.0,0,20,5,0.001
59,2,0.1343,0.1425,0.1969,0.1705,0.3137,0.2168,32,64,1,0.1,0.5,0.005,0.0001,1000,64,0.0,0,20,5,0.001
59,3,0.1383,0.144,0.2076,0.1752,0.3255,0.2216,32,64,1,0.1,0.5,0.005,0.0001,1000,64,0.0,0,20,5,0.001
59,4,0.137,0.1446,0.2009,0.1736,0.3088,0.2164,32,64,1,0.1,0.5,0.005,0.0001,1000,64,0.0,0,20,5,0.001
60,0,0.1005,0.1088,0.146,0.1291,0.2329,0.1634,32,128,1,0.5,0.5,0.005,0.0001,500,32,0.1,0,50,5,0.001
60,1,0.1015,0.1065,0.1538,0.1296,0.2463,0.1657,32,128,1,0.5,0.5,0.005,0.0001,500,32,0.1,0,50,5,0.001
60,2,0.1083,0.1169,0.1594,0.1395,0.2525,0.176,32,128,1,0.5,0.5,0.005,0.0001,500,32,0.1,0,50,5,0.001
60,3,0.1064,0.1126,0.1589,0.136,0.2596,0.1755,32,128,1,0.5,0.5,0.005,0.0001,500,32,0.1,0,50,5,0.001
60,4,0.11,0.1174,0.1588,0.1392,0.2522,0.176,32,128,1,0.5,0.5,0.005,0.0001,500,32,0.1,0,50,5,0.001
61,0,0.134,0.1419,0.1981,0.1713,0.3108,0.2157,128,64,1,0.5,0.1,0.001,0.0001,500,64,0.0,10,20,5,0.0001
61,1,0.1349,0.1419,0.2023,0.1718,0.3212,0.2182,128,64,1,0.5,0.1,0.001,0.0001,500,64,0.0,10,20,5,0.0001
61,2,0.1298,0.1373,0.1928,0.1653,0.3032,0.2093,128,64,1,0.5,0.1,0.001,0.0001,500,64,0.0,10,20,5,0.0001
61,3,0.1312,0.1383,0.1968,0.1678,0.3115,0.2128,128,64,1,0.5,0.1,0.001,0.0001,500,64,0.0,10,20,5,0.0001
61,4,0.1285,0.1378,0.1911,0.166,0.3055,0.2114,128,64,1,0.5,0.1,0.001,0.0001,500,64,0.0,10,20,5,0.0001
62,0,0.1302,0.1389,0.1925,0.1671,0.3051,0.2117,128,128,5,0.5,0.1,0.001,0.0001,500,128,0.0,10,20,5,0.0001
62,1,0.1299,0.1352,0.1948,0.1643,0.3103,0.2093,128,128,5,0.5,0.1,0.001,0.0001,500,128,0.0,10,20,5,0.0001
62,2,0.1247,0.132,0.1828,0.1578,0.2912,0.2005,128,128,5,0.5,0.1,0.001,0.0001,500,128,0.0,10,20,5,0.0001
62,3,0.1276,0.1356,0.1891,0.1633,0.3028,0.208,128,128,5,0.5,0.1,0.001,0.0001,500,128,0.0,10,20,5,0.0001
62,4,0.1249,0.134,0.1821,0.1598,0.2925,0.2033,128,128,5,0.5,0.1,0.001,0.0001,500,128,0.0,10,20,5,0.0001
63,0,0.1337,0.1406,0.1989,0.1704,0.3123,0.2151,128,64,3,0.5,0.1,0.001,0.0001,1000,128,0.1,10,10,10,0.0001
63,1,0.1349,0.1395,0.2048,0.1706,0.3187,0.2153,128,64,3,0.5,0.1,0.001,0.0001,1000,128,0.1,10,10,10,0.0001
63,2,0.1325,0.1406,0.1969,0.1691,0.3108,0.2143,128,64,3,0.5,0.1,0.001,0.0001,1000,128,0.1,10,10,10,0.0001
63,3,0.1392,0.1458,0.2091,0.1772,0.3242,0.2227,128,64,3,0.5,0.1,0.001,0.0001,1000,128,0.1,10,10,10,0.0001
63,4,0.1355,0.1444,0.2011,0.1741,0.3169,0.2198,128,64,3,0.5,0.1,0.001,0.0001,1000,128,0.1,10,10,10,0.0001
64,0,0.1225,0.1316,0.1817,0.1584,0.2846,0.1989,32,32,1,0.1,0.1,0.001,0.0001,500,32,0.1,10,10,10,0.001
64,1,0.1211,0.1259,0.1803,0.1522,0.2869,0.1937,32,32,1,0.1,0.1,0.001,0.0001,500,32,0.1,10,10,10,0.001
64,2,0.1199,0.1299,0.1792,0.1563,0.2808,0.1964,32,32,1,0.1,0.1,0.001,0.0001,500,32,0.1,10,10,10,0.001
64,3,0.1193,0.1253,0.1765,0.151,0.2838,0.1932,32,32,1,0.1,0.1,0.001,0.0001,500,32,0.1,10,10,10,0.001
64,4,0.1194,0.1272,0.1746,0.152,0.2832,0.1947,32,32,1,0.1,0.1,0.001,0.0001,500,32,0.1,10,10,10,0.001
65,0,0.1228,0.1316,0.1802,0.1578,0.2885,0.2005,64,32,1,0.1,0.5,0.001,0.0001,300,128,0.1,10,50,5,0.001
65,1,0.1224,0.1274,0.18,0.1529,0.2917,0.1964,64,32,1,0.1,0.5,0.001,0.0001,300,128,0.1,10,50,5,0.001
65,2,0.1237,0.1339,0.1812,0.1593,0.2854,0.2003,64,32,1,0.1,0.5,0.001,0.0001,300,128,0.1,10,50,5,0.001
65,3,0.134,0.142,0.1947,0.1691,0.3079,0.2136,64,32,1,0.1,0.5,0.001,0.0001,300,128,0.1,10,50,5,0.001
65,4,0.1245,0.1334,0.1865,0.1614,0.2952,0.2046,64,32,1,0.1,0.5,0.001,0.0001,300,128,0.1,10,50,5,0.001
66,0,0.1017,0.1089,0.1504,0.1311,0.2357,0.1645,32,32,5,0.1,0.5,0.001,0.0001,200,128,0.0,0,10,5,0.001
66,1,0.099,0.1044,0.1454,0.1248,0.2325,0.1589,32,32,5,0.1,0.5,0.001,0.0001,200,128,0.0,0,10,5,0.001
66,2,0.1035,0.1126,0.1546,0.1348,0.24,0.1688,32,32,5,0.1,0.5,0.001,0.0001,200,128,0.0,0,10,5,0.001
66,3,0.1071,0.1109,0.1539,0.1318,0.2473,0.1685,32,32,5,0.1,0.5,0.001,0.0001,200,128,0.0,0,10,5,0.001
66,4,0.1018,0.109,0.1473,0.1295,0.2351,0.1641,32,32,5,0.1,0.5,0.001,0.0001,200,128,0.0,0,10,5,0.001
67,0,0.1269,0.1352,0.1901,0.1641,0.2975,0.2065,32,64,5,0.1,0.5,0.005,0.0001,200,64,0.0,10,10,10,0.0001
67,1,0.1206,0.1253,0.1826,0.1529,0.293,0.1957,32,64,5,0.1,0.5,0.005,0.0001,200,64,0.0,10,10,10,0.0001
67,2,0.1203,0.1279,0.1799,0.1546,0.2823,0.1952,32,64,5,0.1,0.5,0.005,0.0001,200,64,0.0,10,10,10,0.0001
67,3,0.1314,0.1366,0.1929,0.1642,0.3052,0.2085,32,64,5,0.1,0.5,0.005,0.0001,200,64,0.0,10,10,10,0.0001
67,4,0.1233,0.1302,0.1808,0.1561,0.2889,0.1988,32,64,5,0.1,0.5,0.005,0.0001,200,64,0.0,10,10,10,0.0001
68,0,0.1253,0.1344,0.1843,0.1613,0.2882,0.2023,32,32,6,0.1,0.1,0.001,0.0001,500,128,0.1,10,50,10,0.001
68,1,0.1184,0.1244,0.181,0.1526,0.2895,0.1948,32,32,6,0.1,0.1,0.001,0.0001,500,128,0.1,10,50,10,0.001
68,2,0.1183,0.1271,0.1753,0.1525,0.2791,0.1933,32,32,6,0.1,0.1,0.001,0.0001,500,128,0.1,10,50,10,0.001
68,3,0.1257,0.1337,0.1863,0.1609,0.2959,0.2039,32,32,6,0.1,0.1,0.001,0.0001,500,128,0.1,10,50,10,0.001
68,4,0.1196,0.129,0.175,0.1538,0.2818,0.1958,32,32,6,0.1,0.1,0.001,0.0001,500,128,0.1,10,50,10,0.001
69,0,0.1271,0.1356,0.189,0.1638,0.2949,0.2058,128,128,4,0.5,0.5,0.005,0.0001,400,32,0.0,0,50,5,0.001
69,1,0.1243,0.1312,0.1886,0.1598,0.3022,0.2038,128,128,4,0.5,0.5,0.005,0.0001,400,32,0.0,0,50,5,0.001
69,2,0.1235,0.1314,0.1851,0.159,0.2907,0.2003,128,128,4,0.5,0.5,0.005,0.0001,400,32,0.0,0,50,5,0.001
69,3,0.1278,0.1354,0.1901,0.1633,0.3044,0.2081,128,128,4,0.5,0.5,0.005,0.0001,400,32,0.0,0,50,5,0.001
69,4,0.1294,0.1374,0.1869,0.1633,0.2959,0.2062,128,128,4,0.5,0.5,0.005,0.0001,400,32,0.0,0,50,5,0.001
70,0,0.1045,0.112,0.1535,0.1342,0.2417,0.169,32,128,3,0.5,0.1,0.001,0.0001,1000,32,0.0,0,50,10,0.0001
70,1,0.0968,0.1023,0.1457,0.1239,0.2303,0.1571,32,128,3,0.5,0.1,0.001,0.0001,1000,32,0.0,0,50,10,0.0001
70,2,0.0995,0.1074,0.1452,0.1272,0.2335,0.1619,32,128,3,0.5,0.1,0.001,0.0001,1000,32,0.0,0,50,10,0.0001
70,3,0.1056,0.1113,0.1588,0.1351,0.2589,0.1742,32,128,3,0.5,0.1,0.001,0.0001,1000,32,0.0,0,50,10,0.0001
70,4,0.1062,0.1149,0.1561,0.1372,0.251,0.1745,32,128,3,0.5,0.1,0.001,0.0001,1000,32,0.0,0,50,10,0.0001
71,0,0.1354,0.1428,0.2027,0.1735,0.3149,0.2177,64,64,5,0.1,0.5,0.001,0.0001,600,64,0.1,10,50,10,0.0001
71,1,0.134,0.138,0.1987,0.1669,0.3147,0.2124,64,64,5,0.1,0.5,0.001,0.0001,600,64,0.1,10,50,10,0.0001
71,2,0.134,0.142,0.202,0.1724,0.3175,0.2182,64,64,5,0.1,0.5,0.001,0.0001,600,64,0.1,10,50,10,0.0001
71,3,0.1422,0.1475,0.2115,0.1787,0.3281,0.2247,64,64,5,0.1,0.5,0.001,0.0001,600,64,0.1,10,50,10,0.0001
71,4,0.1316,0.1378,0.1939,0.1661,0.3077,0.211,64,64,5,0.1,0.5,0.001,0.0001,600,64,0.1,10,50,10,0.0001
